,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,SensorTime,Time,Label,Fft_gx,Fft_gy,Fft_gz,Fft_ax,Fft_ay,Fft_az
0,0.39,-0.24,0.31,104.0,-113.56,16.38,-9.78,3.74,3.64,-0.66,-0.04,0.74,0.11,347963,5375,W,0.38272700601088144,-2.4422287672849605,0.7200284485308853,2.8701729254697432,-1.6383085196066258,-1.43108113374788
1,0.35,-1.76,3.13,104.0,-113.56,16.38,-9.78,3.74,3.64,-0.66,-0.04,0.74,0.11,348004,5416,W,0.09330638176727947,-2.8886018548091483,0.28588384629693375,2.8230586741062504,-2.0974099620305666,-1.585898795847097
2,0.35,-1.76,3.13,104.0,-113.56,16.38,-11.92,-5.49,-0.53,-0.66,-0.04,0.74,0.11,348046,5458,W,-0.20872386417830213,2.929450714564137,-0.16474350371509267,2.7163860907285224,-2.52382888595899,-1.4251936203829931
3,0.35,-1.76,3.13,104.0,-113.56,16.38,-12.46,-2.43,2.57,-0.66,-0.04,0.74,0.11,348089,5501,W,-0.48889759311267583,2.4542856922771077,-0.623010863838509,2.600017195951877,-2.911150490814078,-0.21057672792037133
4,0.35,-1.76,3.13,104.0,-113.56,16.38,-11.77,-2.54,0.35,-0.66,-0.04,0.74,0.11,348132,5544,W,-0.7111415224513923,1.9794966335979958,-1.078664870149266,2.514614584170459,3.037980195746301,-0.028281520481951494
5,0.35,-1.76,3.13,104.0,-113.56,16.38,-8.93,-2.39,2.73,-0.66,-0.04,0.74,0.11,348174,5586,W,-0.8583156160287201,1.5157937756696391,-1.5210104975434846,2.4992693007114553,2.784937215657586,-0.21020250628362522
6,0.29,0.27,0.21,104.0,-113.56,16.38,-8.93,-2.39,2.73,-0.66,-0.04,0.74,0.11,348216,5628,W,-0.9469443219091386,1.0724153813392683,-1.939648553729569,2.576552944739014,2.6609897160273084,-0.4628959184005723
7,0.21,0.01,0.16,104.0,-113.56,16.38,-8.93,-2.39,2.73,-0.66,-0.04,0.74,0.11,348257,5669,W,-1.0378821638845612,0.6523197727844299,-2.328146598980242,2.7081396308178083,2.6937158271664976,-0.7209145352110342
8,0.21,0.01,0.16,104.0,-113.56,16.38,-9.13,-2.43,2.0,-0.66,-0.04,0.74,0.11,348300,5712,W,-1.1784182313655214,0.23767012284390193,-2.6963590897174394,2.807304047880994,2.7721777076007963,-0.9462942211885804
9,0.21,0.01,0.16,104.0,-113.56,16.38,-9.47,-2.43,1.38,-0.66,-0.04,0.74,0.11,348342,5754,W,-1.374716157201842,-0.22298013455983498,-3.083047212076424,2.84004597146216,2.7671110204285565,-1.0846969870268754
