,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,SensorTime,Time,Label,Fft_gx,Fft_gy,Fft_gz,Fft_ax,Fft_ay,Fft_az
0,0.39,-0.24,0.31,104.0,-113.56,16.38,-9.78,3.74,3.64,-0.66,-0.04,0.74,0.11,347963,5375,W,0.16023703535123873,1.083181483747241,1.9090073553898883,2.433151114431781,1.9144007440497781,0.7789758702761943
1,0.35,-1.76,3.13,104.0,-113.56,16.38,-9.78,3.74,3.64,-0.66,-0.04,0.74,0.11,348004,5416,W,0.15292860811933268,1.016477158878136,1.7965590911816127,2.738820815427488,1.8658393106366764,0.5044930323451553
2,0.35,-1.76,3.13,104.0,-113.56,16.38,-11.92,-5.49,-0.53,-0.66,-0.04,0.74,0.11,348046,5458,W,0.14162874937623418,0.9236034199180143,1.6343626711770152,2.8769707310525496,1.7333290889305106,0.23085275299372363
3,0.35,-1.76,3.13,104.0,-113.56,16.38,-12.46,-2.43,2.57,-0.66,-0.04,0.74,0.11,348089,5501,W,0.12599403389255673,0.8149239255319434,1.4397605184346325,2.7952887809245284,1.5187779907757162,0.21122723829043355
4,0.35,-1.76,3.13,104.0,-113.56,16.38,-11.77,-2.54,0.35,-0.66,-0.04,0.74,0.11,348132,5544,W,0.1087681535475175,0.6978568441594771,1.2266679340731692,2.5315874248444614,1.2472584072700883,0.42500245664704106
5,0.35,-1.76,3.13,104.0,-113.56,16.38,-8.93,-2.39,2.73,-0.66,-0.04,0.74,0.11,348174,5586,W,0.09439685041155657,0.5770376715649175,1.0054621542156832,2.1945041282146995,0.9616800538816713,0.5948305909942866
6,0.29,0.27,0.21,104.0,-113.56,16.38,-8.93,-2.39,2.73,-0.66,-0.04,0.74,0.11,348216,5628,W,0.08664069056775843,0.45589443980090294,0.7845925320646567,1.9314531364860055,0.7191486488975621,0.6731605849455932
7,0.21,0.01,0.16,104.0,-113.56,16.38,-8.93,-2.39,2.73,-0.66,-0.04,0.74,0.11,348257,5669,W,0.08563291734826077,0.33856749104701295,0.572701135466622,1.8532244017391664,0.578305471565973,0.6546916560489602
8,0.21,0.01,0.16,104.0,-113.56,16.38,-9.13,-2.43,2.0,-0.66,-0.04,0.74,0.11,348300,5712,W,0.08726741294325076,0.23038058444091583,0.3781627095092769,1.939880178263385,0.5531909262716312,0.5574983565835913
9,0.21,0.01,0.16,104.0,-113.56,16.38,-9.47,-2.43,1.38,-0.66,-0.04,0.74,0.11,348342,5754,W,0.08781568842854319,0.13929068778450293,0.21207815343915742,2.074101281250339,0.5777341020188111,0.4185554881856384
10,0.21,0.01,0.16,104.0,-113.56,16.38,-9.39,-2.39,1.46,-0.66,-0.04,0.74,0.11,348384,5796,W,0.08597449851089042,0.07592218401299171,0.09494414696271566,2.1646371159033735,0.5856575058831267,0.29238660931355304
11,0.21,0.01,0.16,104.0,-113.56,16.38,-9.39,-2.43,1.35,-0.66,-0.04,0.74,0.11,348425,5837,W,0.0819949524563214,0.04371791233821068,0.050134255265220896,2.1949417292939426,0.5729168626542477,0.23099860136713166
12,-0.04,-0.04,0.19,104.0,-113.56,16.38,-9.39,-2.43,1.35,-0.66,-0.04,0.74,0.11,348466,5878,W,0.07834212001782077,0.04127015863568666,0.11403882340281143,2.1712279588990384,0.5555873707104116,0.24511659305394123
13,-0.05,-0.09,0.21,104.0,-113.56,16.38,-9.39,-2.43,1.35,-0.66,-0.04,0.74,0.11,348509,5921,W,0.08044532933513027,0.08736054895301586,0.2893623760512668,2.061409913444424,0.5288170852479741,0.2781690845874239
14,-0.05,-0.09,0.21,104.0,-113.56,16.38,-9.47,-2.16,1.42,-0.66,-0.04,0.74,0.11,348553,5965,W,0.09362844754270033,0.16607584214193094,0.5533816920937397,1.8889449662647433,0.4153872793140305,0.3305788331827397
15,-0.05,-0.09,0.21,104.0,-113.56,16.38,-9.51,-2.12,1.5,-0.66,-0.04,0.74,0.11,348595,6007,W,0.11717133070920138,0.2628567164966883,0.8791499453151373,1.8504994458719117,0.16038627217266857,0.4173229059710881
16,-0.05,-0.09,0.21,104.0,-113.56,16.38,-9.63,-2.23,1.23,-0.66,-0.04,0.74,0.11,348637,6049,W,0.1458145483495903,0.373354752440279,1.2470434576959937,2.1520719315875723,0.2538180401098965,0.5337516766442432
17,-0.05,-0.09,0.21,104.0,-113.56,16.38,-9.7,-2.2,1.35,-0.66,-0.04,0.74,0.11,348681,6093,W,0.1767438101347037,0.49149641620069023,1.6362326322072098,2.72338348487092,0.7917452312464669,0.6606612818922617
18,-0.05,-0.09,0.21,90.31,-139.88,30.63,-9.7,-2.2,1.35,-0.66,-0.04,0.74,0.11,348722,6134,W,0.21010459148787622,0.6082541325096548,2.0202890101152406,3.3101120735229883,1.4159589540313706,0.7748831825613979
19,0.32,-0.98,2.79,90.31,-139.88,30.63,-9.7,-2.2,1.35,-0.66,-0.04,0.74,0.11,348765,6177,W,0.24594189385778778,0.7152388516873668,2.3735379335159665,3.6776155890962787,2.073892628427211,0.8543863576597884
20,0.55,-1.73,5.83,90.31,-139.88,30.63,-9.7,-2.2,1.35,-0.66,-0.04,0.74,0.11,348806,6218,W,0.2838611179079933,0.8050244745295752,2.6730777361299283,3.679117193780256,2.701298178401911,0.9018933597487064
21,0.55,-1.73,5.83,90.31,-139.88,30.63,-19.28,0.79,3.03,-0.66,-0.04,0.74,0.11,348847,6259,W,0.3226927002587727,0.8708643072759902,2.898167713949487,3.2549139481684355,3.234641981775824,0.9536082462779955
