,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,SensorTime,Time,Label,Fft_gx1,Fft_gx2,Fft_gx3,Fft_gy1,Fft_gy2,Fft_gy3,Fft_gz1,Fft_gz2,Fft_gz3
714,-0.09,-0.01,0.15,40.25,-4.25,21.5,-9.51,-2.81,0.43,-0.71,0.01,0.67,0.24,605981,40241,W,0.06918369862601624,0.016458482725014906,0.008190284369978762,0.23748291442886657,0.054642933900193494,0.052076238781458194,0.5415007890984785,0.10953315688535682,0.202868503552403
715,-0.04,-0.31,0.52,40.25,-4.25,21.5,-9.51,-2.81,0.43,-0.71,0.01,0.67,0.24,606022,40282,W,0.09605230062069678,0.021867845477526918,0.02148019982671659,0.3178493200931683,0.05926292965276567,0.06890419988883906,0.7401202624183633,0.11429619436336162,0.2764702238569932
716,-0.04,-0.31,0.52,40.25,-4.25,21.5,-10.05,-3.11,-0.07,-0.71,0.01,0.67,0.24,606062,40322,W,0.13627096357302984,0.023692026540333096,0.04031331882711202,0.3984468340947954,0.06023478365092654,0.08207323829284603,0.9472432359342251,0.11473390753065012,0.3422917367525171
717,-0.04,-0.31,0.52,40.25,-4.25,21.5,-10.73,-3.61,0.27,-0.71,0.01,0.67,0.24,606103,40363,W,0.2000035393281032,0.027920933903468247,0.056770755153481296,0.47241735077616337,0.05824373579208774,0.0923826985850964,1.1600899942016871,0.11112074712184353,0.39689575274805317
718,-0.04,-0.31,0.52,48.38,-13.0,18.69,-10.73,-3.61,0.27,-0.71,0.01,0.67,0.24,606143,40403,W,0.2988000068007214,0.03398040876402472,0.07596630755898395,0.5337682198365119,0.055543513462071537,0.10072377123872991,1.370763174399009,0.10526451972956162,0.43917639803026265
719,0.21,-1.88,5.15,48.38,-13.0,18.69,-10.73,-3.61,0.27,-0.71,0.01,0.67,0.24,606185,40445,W,0.4333941097307928,0.041531768223021036,0.0931810188210654,0.577534032763602,0.05396017225391993,0.10625111682977184,1.562713000181802,0.10055024751705909,0.4569507159380415
720,0.21,-1.88,5.15,48.38,-13.0,18.69,-10.43,-9.4,0.62,-0.71,0.01,0.67,0.24,606228,40488,W,0.5931237250973054,0.04999118873453858,0.10305181964972321,0.6000427255456334,0.05530320175923895,0.11030773730181162,1.7125563611621408,0.0958801841188303,0.4551728635662889
721,0.65,-0.76,-1.27,48.38,-13.0,18.69,-10.43,-9.4,0.62,-0.71,0.01,0.67,0.24,606269,40529,W,0.7624704653823814,0.05478077872479492,0.11144775696275055,0.5984234797799902,0.05773019437885349,0.10912911403336734,1.8060092315095024,0.08573283719605101,0.4470514671318443
722,0.65,-0.76,-1.27,48.38,-13.0,18.69,-4.76,-6.83,-0.68,-0.71,0.01,0.67,0.24,606311,40571,W,0.9233813368672343,0.05822568025415302,0.11228009917774193,0.5706868201177917,0.06459345368841783,0.10043809205353098,1.8440750814140516,0.06402946099124093,0.43423583598343846
723,0.65,-0.76,-1.27,48.38,-13.0,18.69,-6.79,-4.72,-1.22,-0.71,0.01,0.67,0.24,606351,40611,W,1.0559081035734996,0.05950557133626353,0.10787768844624106,0.5183585349337146,0.07340693295619835,0.0912873164289258,1.8350929748841214,0.03629560955860346,0.4146699038986755
724,2.63,0.68,-3.53,48.38,-13.0,18.69,-6.79,-4.72,-1.22,-0.71,0.01,0.67,0.24,606392,40652,W,1.1417872680432652,0.06079089223594881,0.10089567190064856,0.45330848273063606,0.08406915882448639,0.0840415045227401,1.7922176238931184,0.050254991274284275,0.38838098894567236
725,3.29,0.59,-3.54,48.38,-13.0,18.69,-6.79,-4.72,-1.22,-0.71,0.01,0.67,0.24,606432,40692,W,1.1679217139539109,0.062017299692263425,0.08811091629816298,0.403534435916101,0.09238242827767942,0.07850200292761057,1.72998794685504,0.10290835702896248,0.3570680531253484
726,3.29,0.59,-3.54,48.38,-13.0,18.69,-13.8,0.41,-3.63,-0.71,0.01,0.67,0.24,606474,40734,W,1.1292621632436701,0.0630382791924868,0.07775138387028904,0.40388065847792626,0.09747566153410062,0.07929825192248807,1.66014313655239,0.16213705825441163,0.3223461003539853
