,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,SensorTime,Time,Label,Fft_gx,Fft_gy,Fft_gz,Fft_ax,Fft_ay,Fft_az,Fft_gx1,Fft_gy1,Fft_gz1,Fft_ax1,Fft_ay1,Fft_az1
0,0.39,-0.24,0.31,104.0,-113.56,16.38,-9.78,3.74,3.64,-0.66,-0.04,0.74,0.11,347963,5375,W,0.38272700601088144,1.083181483747241,0.7200284485308853,0.44582785123016194,2.1544612167007577,1.9144007440497781,0.16023703535123873,-2.0080843835673923,1.9090073553898883,2.8701729254697432,0.06554991223643977,2.3614976086041417
1,0.35,-1.76,3.13,104.0,-113.56,16.38,-9.78,3.74,3.64,-0.66,-0.04,0.74,0.11,348004,5416,W,0.09330638176727947,1.016477158878136,0.28588384629693375,-3.0649112540831984,-0.8597452327799765,1.8658393106366764,0.15292860811933268,1.5230495616620319,1.7965590911816127,2.8230586741062504,2.7540409646347817,-0.5266178308602161
2,0.35,-1.76,3.13,104.0,-113.56,16.38,-11.92,-5.49,-0.53,-0.66,-0.04,0.74,0.11,348046,5458,W,-0.20872386417830213,0.9236034199180143,-0.16474350371509267,-0.19085908227986714,2.484594347668744,1.7333290889305106,0.14162874937623418,-1.27176317003647,1.6343626711770152,2.7163860907285224,-0.8509328237864615,2.8579661025892458
3,0.35,-1.76,3.13,104.0,-113.56,16.38,-12.46,-2.43,2.57,-0.66,-0.04,0.74,0.11,348089,5501,W,-0.48889759311267583,0.8149239255319434,-0.623010863838509,2.579038095422324,-0.44636454683877536,1.5187779907757162,0.12599403389255673,2.17869779588662,1.4397605184346325,2.600017195951877,1.845193155248651,-0.041143525467335816
4,0.35,-1.76,3.13,104.0,-113.56,16.38,-11.77,-2.54,0.35,-0.66,-0.04,0.74,0.11,348132,5544,W,-0.7111415224513923,0.6978568441594771,-1.078664870149266,-1.049020177224949,2.9218496014152153,1.2472584072700883,0.1087681535475175,-0.6733165564129954,1.2266679340731692,2.514614584170459,-1.7313770849454857,-2.943458724548044
5,0.35,-1.76,3.13,104.0,-113.56,16.38,-8.93,-2.39,2.73,-0.66,-0.04,0.74,0.11,348174,5586,W,-0.8583156160287201,0.5770376715649175,-1.5210104975434846,1.4656616004141862,0.034753532466647585,0.9616800538816713,0.09439685041155657,2.735190551803011,1.0054621542156832,2.4992693007114553,0.7855119146114226,0.4445198059636004
6,0.29,0.27,0.21,104.0,-113.56,16.38,-8.93,-2.39,2.73,-0.66,-0.04,0.74,0.11,348216,5628,W,-0.9469443219091386,0.45589443980090294,-1.939648553729569,-2.3351327436875193,-2.90697841434195,0.7191486488975621,0.08664069056775843,-0.15519294429349537,0.7845925320646567,2.576552944739014,-2.9834280733268144,-2.45987664987476
7,0.21,0.01,0.16,104.0,-113.56,16.38,-8.93,-2.39,2.73,-0.66,-0.04,0.74,0.11,348257,5669,W,-1.0378821638845612,0.33856749104701295,-2.328146598980242,0.07057789441519685,0.4822051287178665,0.578305471565973,0.08563291734826077,-3.0688009354558723,0.572701135466622,2.7081396308178083,-0.5655022266895298,0.9240833481361923
8,0.21,0.01,0.16,104.0,-113.56,16.38,-9.13,-2.43,2.0,-0.66,-0.04,0.74,0.11,348300,5712,W,-1.1784182313655214,0.23038058444091583,-2.6963590897174394,2.4157760593447666,-2.465180566892287,0.5531909262716312,0.08726741294325076,0.26611696109982574,0.3781627095092769,2.807304047880994,1.883413499876314,-1.9487004353491155
9,0.21,0.01,0.16,104.0,-113.56,16.38,-9.47,-2.43,1.38,-0.66,-0.04,0.74,0.11,348342,5754,W,-1.374716157201842,0.13929068778450293,-3.083047212076424,-1.498586514203268,1.0314140195036758,0.5777341020188111,0.08781568842854319,-2.639399277299665,0.21207815343915742,2.84004597146216,-1.966549202068666,1.577255811073292
10,0.21,0.01,0.16,104.0,-113.56,16.38,-9.39,-2.39,1.46,-0.66,-0.04,0.74,0.11,348384,5796,W,-1.6352768264250201,0.07592218401299171,2.747216134640851,0.8151679340614016,-1.7921277629333023,0.5856575058831267,0.08597449851089042,0.7472021206292226,0.09494414696271566,2.8335076018018603,0.3197157816064719,-0.9531141303311164
