,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,SensorTime,Time,Label,Fft1,Fft2,Fft3
0,-0.15,0.11,-0.14,-29.94,-0.81,-7.25,-2.8,-7.86,1.73,0.02,0.72,-0.69,0.07,364479,7691,W,0.35177982063280366,0.12282630718366508,0.06473548269241164
1,-0.15,0.11,-0.14,-29.94,-0.81,-7.25,-3.21,-7.28,2.15,0.02,0.72,-0.69,0.07,364499,7711,W,0.37861441913000005,0.1483156449006011,0.04964808156224414
2,-0.18,-0.28,-0.18,-29.94,-0.81,-7.25,-3.21,-7.28,2.15,0.02,0.72,-0.69,0.07,364513,7725,W,0.4582801817626479,0.18865651706741812,0.05553237766650908
3,-0.18,-0.28,-0.18,-29.94,-0.81,-7.25,-3.21,-7.28,2.15,0.02,0.72,-0.69,0.07,364710,7922,W,0.5475198924447526,0.22915462735250552,0.08261052266491456
4,-0.18,-0.28,-0.18,-29.94,-0.81,-7.25,-3.29,-8.24,2.19,0.02,0.72,-0.69,0.07,364734,7946,W,0.6420885776239582,0.2627427316683954,0.1194946859988557
5,-0.18,-0.28,-0.18,-29.94,-0.81,-7.25,-6.93,-15.52,0.89,0.02,0.72,-0.69,0.07,364749,7961,W,0.7519994093788639,0.28730661300937843,0.1522809322506418
6,0.76,-0.77,2.25,-29.94,-0.81,-7.25,-6.93,-15.52,0.89,0.02,0.72,-0.69,0.07,364763,7975,W,0.8775807835216706,0.2970055484167639,0.17601536123732112
7,0.76,-0.77,2.25,-29.94,-0.81,-7.25,-6.93,-15.52,0.89,0.07,0.69,-0.71,0.12,365187,8399,W,1.0003644744350553,0.2940818363900549,0.18750756262096954
8,0.76,-0.77,2.25,-29.94,-0.81,-7.25,-4.98,-14.14,0.12,0.07,0.69,-0.71,0.12,365214,8426,W,1.0951222111375687,0.27408618428256987,0.18674493756476876
9,-0.57,-0.01,-1.48,-29.94,-0.81,-7.25,-4.98,-14.14,0.12,0.07,0.69,-0.71,0.12,365228,8440,W,1.1418136221221582,0.24147880151488868,0.1785367046196066
10,-0.57,-0.01,-1.48,-29.94,-0.81,-7.25,-2.41,-6.25,0.5,0.07,0.69,-0.71,0.12,365250,8462,W,1.1298344276047412,0.19876806801139246,0.15589572395366688
11,-0.57,-0.01,-1.48,-29.94,-0.81,-7.25,-2.64,-6.94,0.66,0.07,0.69,-0.71,0.12,365286,8498,W,1.07551425177537,0.14023549082946818,0.11722608215378741
12,-0.79,0.53,-2.12,-29.94,-0.81,-7.25,-2.64,-6.94,0.66,0.07,0.69,-0.71,0.12,365310,8522,W,1.020589413797324,0.07316749504691132,0.07411114259328108
