,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,SensorTime,Time,Label,Fft_gx,Fft_gy,Fft_gz,Fft_ax,Fft_ay,Fft_az
0,0.0,0.01,-0.02,8.69,-108.94,-17.44,-9.16,-3.11,-0.03,-0.71,0.01,0.67,0.24,571106,5366,W,1.2870708108864035,-1.871445790777961,2.775360453196917,2.785152442655758,2.813852767513814,1.920760616623889
1,0.0,0.01,-0.02,8.69,-108.94,-17.44,-9.16,-3.15,-0.03,-0.71,0.01,0.67,0.24,571148,5408,W,1.0170716758766016,-2.123708668067207,2.720523745173707,2.7866774881120806,2.8069254983995418,1.3271006937240772
2,0.03,0.01,-0.03,8.69,-108.94,-17.44,-9.16,-3.15,-0.03,-0.71,0.01,0.67,0.24,571189,5449,W,0.73238668294492,-1.0769799039014145,2.5493503686609635,2.7894728909848,2.79880614299187,0.7707397668808045
3,0.03,0.01,-0.03,8.69,-108.94,-17.44,-9.16,-3.19,-0.03,-0.71,0.01,0.67,0.24,571230,5490,W,0.43361701260002133,-0.2113508706925412,2.304480094361828,2.793450205517732,2.7929118907646147,0.24327817483759823
4,0.03,0.01,-0.03,8.69,-108.94,-17.44,-9.13,-3.15,0.16,-0.71,0.01,0.67,0.24,571272,5532,W,0.12292514891343272,-0.5185692684212737,2.0094114583916056,2.7977573702512553,2.7912673996933783,-0.263448428427635
5,0.03,0.01,-0.03,8.69,-108.94,-17.44,-9.13,-3.15,0.12,-0.71,0.01,0.67,0.24,571312,5572,W,-0.1972663883440465,-0.9128836968191879,1.6751918495039324,2.8011407069578507,2.793844875719028,-0.7527045642843974
6,0.08,0.03,-0.01,8.69,-108.94,-17.44,-9.13,-3.15,0.12,-0.71,0.01,0.67,0.24,571353,5613,W,-0.5240260103615789,-1.3450845327151457,1.3016357327261374,2.8022223681104785,2.7994469623175706,-1.2188432464614598
7,0.08,0.03,-0.01,8.69,-108.94,-17.44,-9.24,-3.15,-0.03,-0.71,0.01,0.67,0.24,571395,5655,W,-0.8539268097716914,-1.8077429108011747,0.8729016075489907,2.8000995502839356,2.806472997350152,-1.6494731043561859
8,0.03,-0.01,0.0,8.69,-108.94,-17.44,-9.24,-3.15,-0.03,-0.71,0.01,0.67,0.24,571437,5697,W,-1.1830632124708853,-2.2983897174717014,0.33974027327174705,2.7949960556079327,2.8128682347928438,-2.0186348432952363
9,0.03,-0.01,0.0,8.69,-108.94,-17.44,-9.2,-3.19,0.04,-0.71,0.01,0.67,0.24,571479,5739,W,-1.507819209130262,-2.8424646160645577,-1.023382826022336,2.788727626240751,2.8160186250447086,-2.272723612179137
