,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,SensorTime,Time,Label,Fft1,Fft2,Fft3
0,-0.04,-0.21,0.15,8.31,-106.5,-21.44,-9.55,-2.7,0.12,-0.71,0.01,0.67,0.21,473028,2855,W,0.49138814812108866,0.016222493200423703,0.04318500492609261
1,-0.04,-0.21,0.15,8.31,-106.5,-21.44,-9.59,-2.77,0.12,-0.71,0.01,0.67,0.21,473069,2896,W,0.6394597779627837,0.03958742441282982,0.04008549450686943
2,-0.04,-0.21,0.15,8.31,-106.5,-21.44,-9.66,-2.73,0.39,-0.71,0.01,0.67,0.21,473110,2937,W,0.7985480592131663,0.06926450009182279,0.052266562314728884
3,-0.21,-0.4,1.24,8.31,-106.5,-21.44,-9.66,-2.73,0.39,-0.71,0.01,0.67,0.21,473152,2979,W,0.9636792677153957,0.10145727104245246,0.07718580622008543
4,-0.1,-0.31,2.24,8.31,-106.5,-21.44,-9.66,-2.73,0.39,-0.71,0.01,0.67,0.21,473193,3020,W,1.1289150239315786,0.130424937247894,0.10974576006122758
5,-0.1,-0.31,2.24,8.31,-106.5,-21.44,-12.3,-3.15,0.35,-0.71,0.01,0.67,0.21,473235,3062,W,1.2844378658176157,0.15457115997607135,0.13731301429482748
6,-0.1,-0.31,2.24,8.31,-106.5,-21.44,-15.37,-3.08,0.0,-0.71,0.01,0.67,0.21,473276,3103,W,1.4153368712790277,0.16877963193111029,0.1621674825537178
7,-0.1,-0.31,2.24,8.31,-106.5,-21.44,-17.75,-2.73,1.19,-0.71,0.01,0.67,0.21,473319,3146,W,1.5052515482282713,0.17360324318820744,0.17741875551775224
8,-0.1,-0.31,2.24,-3.75,-56.19,-1.5,-17.75,-2.73,1.19,-0.71,0.01,0.67,0.21,473361,3188,W,1.5406336415310569,0.16691184694921957,0.1821965667651745
9,-1.59,-1.27,-1.68,-3.75,-56.19,-1.5,-17.75,-2.73,1.19,-0.71,0.01,0.67,0.21,473403,3230,W,1.5133993238934733,0.15084720330393325,0.1789266053336213
10,-0.41,0.27,-2.74,-3.75,-56.19,-1.5,-17.75,-2.73,1.19,-0.71,0.01,0.67,0.21,473445,3272,W,1.4235690723159977,0.1265571294358851,0.16311122932249697
11,-0.41,0.27,-2.74,-3.75,-56.19,-1.5,-5.71,-1.93,0.96,-0.71,0.01,0.67,0.21,473486,3313,W,1.280172107733597,0.09825227804049683,0.14190113692718895
12,-0.41,0.27,-2.74,-3.75,-56.19,-1.5,-8.28,-0.16,3.03,-0.71,0.01,0.67,0.21,473526,3353,W,1.1006275425902539,0.07024315739773479,0.11405861765205744
13,-0.41,0.27,-2.74,-3.75,-56.19,-1.5,-11.43,1.37,2.95,-0.71,0.01,0.67,0.21,473568,3395,W,0.9145888664700005,0.037422903158182,0.08065210621100075
14,-0.41,0.27,-2.74,26.75,-128.13,12.75,-11.43,1.37,2.95,-0.71,0.01,0.67,0.21,473608,3435,W,0.7670721856340345,0.028184491304284433,0.05753594362520282
15,-0.41,0.27,-2.74,26.75,-128.13,12.75,-12.61,3.47,1.96,-0.71,0.01,0.67,0.21,473651,3478,W,0.7028880406163867,0.056261321976723934,0.06124234316376057
16,-0.1,0.7,-2.18,26.75,-128.13,12.75,-12.61,3.47,1.96,-0.71,0.01,0.67,0.21,473693,3520,W,0.728003246871209,0.08585663371418935,0.08221029627891573
17,-0.1,0.7,-2.18,26.75,-128.13,12.75,-11.77,-1.05,1.08,-0.71,0.01,0.67,0.21,473735,3562,W,0.7956267662503078,0.1058863846463831,0.10304476352659345
18,-0.1,0.7,-2.18,26.75,-128.13,12.75,-12.11,-1.09,1.96,-0.71,0.01,0.67,0.21,473777,3604,W,0.8572956339180487,0.12615884079432035,0.12524839425056908
19,-0.1,0.7,-2.18,26.75,-128.13,12.75,-10.16,-0.16,2.57,-0.71,0.01,0.67,0.21,473819,3646,W,0.8850593167452829,0.14171887088722843,0.14481351772787832
20,-0.1,0.7,-2.18,100.94,-104.0,36.75,-10.16,-0.16,2.57,-0.71,0.01,0.67,0.21,473860,3687,W,0.8657217666909046,0.1491705702895156,0.15272074030241797
21,-0.1,0.7,-2.18,100.94,-104.0,36.75,-9.39,-0.05,2.11,-0.71,0.01,0.67,0.21,473904,3731,W,0.7983045406913919,0.149020563675508,0.1536460174928102
22,-0.16,-0.01,0.45,100.94,-104.0,36.75,-9.39,-0.05,2.11,-0.71,0.01,0.67,0.21,473946,3773,W,0.6920476614727259,0.13934482306171253,0.14494892854441993
23,-0.16,-0.01,0.45,100.94,-104.0,36.75,-4.64,5.7,2.92,-0.71,0.01,0.67,0.21,473989,3816,W,0.5629250144307204,0.123236151437707,0.1248018336835411
24,-0.16,-0.01,0.45,100.94,-104.0,36.75,-17.32,-5.18,1.5,-0.71,0.01,0.67,0.21,474030,3857,W,0.42948878702149573,0.10041395401348416,0.10172914293365186
25,-0.16,-0.01,0.45,100.94,-104.0,36.75,-11.35,-2.81,1.27,-0.71,0.01,0.67,0.21,474073,3900,W,0.30791438663933335,0.07505502195317225,0.07315153093125751
26,-0.16,-0.01,0.45,100.94,-104.0,36.75,-11.73,-2.7,0.0,-0.71,0.01,0.67,0.21,474114,3941,W,0.20849642586478412,0.048712659064135196,0.04518779196908934
27,0.35,0.04,0.33,100.94,-104.0,36.75,-11.73,-2.7,0.0,-0.71,0.01,0.67,0.21,474156,3983,W,0.13482639263539897,0.025669359746383832,0.02246123510681819
28,0.21,0.13,0.17,100.94,-104.0,36.75,-11.73,-2.7,0.0,-0.71,0.01,0.67,0.21,474198,4025,W,0.08448928603824181,0.008372003190028553,0.005209916523635623
29,0.21,0.13,0.17,100.94,-104.0,36.75,-9.55,-2.7,0.39,-0.71,0.01,0.67,0.21,474241,4068,W,0.05156941598744638,0.005119978586753664,0.009526057518715637
30,-0.12,0.07,0.14,100.94,-104.0,36.75,-9.55,-2.7,0.39,-0.71,0.01,0.67,0.21,474283,4110,W,0.028523244685069594,0.004119320061408158,0.010287505063447291
31,-0.12,0.07,0.14,100.94,-104.0,36.75,-9.55,-2.7,0.2,-0.71,0.01,0.67,0.21,474324,4151,W,0.01586193163870286,0.0033194354344332558,0.013995502261759298
32,-0.12,0.07,0.14,100.94,-104.0,36.75,-9.47,-2.62,0.35,-0.71,0.01,0.67,0.21,474364,4191,W,0.03363536468316438,0.003455056594499769,0.016950706446012306
33,-0.07,-0.06,0.1,100.94,-104.0,36.75,-9.47,-2.62,0.35,-0.71,0.01,0.67,0.21,474405,4232,W,0.08378884661826926,0.012363672406737433,0.03442317112464453
34,-0.04,-0.13,0.14,100.94,-104.0,36.75,-9.47,-2.62,0.35,-0.71,0.01,0.67,0.21,474447,4274,W,0.183931808726546,0.04105130165587464,0.07063113250771472
35,-0.04,-0.13,0.14,100.94,-104.0,36.75,-9.59,-2.54,0.39,-0.71,0.01,0.67,0.21,474491,4318,W,0.35384477661693786,0.07894871322627998,0.10995942937387249
36,0.01,-0.22,0.23,100.94,-104.0,36.75,-9.59,-2.54,0.39,-0.71,0.01,0.67,0.21,474533,4360,W,0.595771644459699,0.12466332306812936,0.1588193470133427
37,0.01,-0.22,0.23,100.94,-104.0,36.75,-9.63,-2.46,0.5,-0.71,0.01,0.67,0.21,474574,4401,W,0.9040618017582353,0.15579852911689115,0.23520580859539378
38,0.01,-0.22,0.23,100.94,-104.0,36.75,-9.82,-2.54,0.27,-0.71,0.01,0.67,0.21,474614,4441,W,1.2567714814494755,0.17534690523681903,0.3331031420330704
39,-0.03,-0.69,0.93,100.94,-104.0,36.75,-9.82,-2.54,0.27,-0.71,0.01,0.67,0.21,474655,4482,W,1.6244353533030624,0.1983973751062288,0.4349789287586287
40,-0.08,-0.82,1.66,100.94,-104.0,36.75,-9.82,-2.54,0.27,-0.71,0.01,0.67,0.21,474698,4525,W,1.981458121751523,0.2366450557395655,0.536938873782785
41,-0.08,-0.82,1.66,100.94,-104.0,36.75,-11.16,-2.85,1.8,-0.71,0.01,0.67,0.21,474741,4568,W,2.3051342553767915,0.2934907395125877,0.6229487091051635
42,0.4,-1.4,6.03,100.94,-104.0,36.75,-11.16,-2.85,1.8,-0.71,0.01,0.67,0.21,474784,4611,W,2.5745542885230623,0.36012041597557515,0.6790733149123194
43,0.4,-1.4,6.03,100.94,-104.0,36.75,-19.66,-0.55,1.38,-0.71,0.01,0.67,0.21,474826,4653,W,2.767582459720336,0.4192481557314109,0.7073577736995176
44,0.4,-1.4,6.03,100.94,-104.0,36.75,-16.21,-5.8,-0.72,-0.71,0.01,0.67,0.21,474868,4695,W,2.86268709660758,0.4626151051075496,0.6984180013550546
45,0.4,-1.4,6.03,50.25,-129.56,27.25,-16.21,-5.8,-0.72,-0.71,0.01,0.67,0.21,474910,4737,W,2.8468638326710494,0.481457146303782,0.6540300623160413
46,-0.61,0.83,-2.38,50.25,-129.56,27.25,-16.21,-5.8,-0.72,-0.71,0.01,0.67,0.21,474953,4780,W,2.7192016654382827,0.4739630981722892,0.5804274140198771
47,-0.61,0.83,-2.38,50.25,-129.56,27.25,-7.13,-4.84,-0.45,-0.71,0.01,0.67,0.21,474996,4823,W,2.4909763939782814,0.4398686848618523,0.48470031619040577
48,-0.63,1.03,-3.9,50.25,-129.56,27.25,-7.13,-4.84,-0.45,-0.71,0.01,0.67,0.21,475039,4866,W,2.186475849738306,0.38305270909715006,0.38315680654710416
49,-0.63,1.03,-3.9,50.25,-129.56,27.25,-13.45,-0.01,1.73,-0.71,0.01,0.67,0.21,475081,4908,W,1.8507162837469082,0.32400649129127385,0.29352968607923907
50,-0.63,1.03,-3.9,50.25,-129.56,27.25,-13.99,0.91,1.23,-0.71,0.01,0.67,0.21,475123,4950,W,1.5423828207469708,0.2686130494136881,0.2253652620113361
51,-0.63,1.03,-3.9,50.25,-129.56,27.25,-14.07,0.75,2.76,-0.71,0.01,0.67,0.21,475163,4990,W,1.3061720021790646,0.2303086834326273,0.15903014436413368
52,-0.64,1.28,-2.49,50.25,-129.56,27.25,-14.07,0.75,2.76,-0.71,0.01,0.67,0.21,475204,5031,W,1.164367280629887,0.21132508113536286,0.0988672213608298
53,-0.64,1.28,-2.49,50.25,-129.56,27.25,-13.95,1.21,3.8,-0.71,0.01,0.67,0.21,475246,5073,W,1.1062357923284794,0.20535117766833544,0.08172489305957079
54,-0.34,0.9,-1.47,50.25,-129.56,27.25,-13.95,1.21,3.8,-0.71,0.01,0.67,0.21,475288,5115,W,1.078664205088787,0.20956118025013568,0.11877874165985232
55,-0.34,0.9,-1.47,50.25,-129.56,27.25,-10.7,4.05,4.07,-0.71,0.01,0.67,0.21,475330,5157,W,1.0368615271223431,0.20461494685877274,0.16449299868837314
56,-0.34,0.9,-1.47,50.25,-129.56,27.25,-9.43,6.35,4.79,-0.71,0.01,0.67,0.21,475373,5200,W,0.9651668137243236,0.18949245951697732,0.19734505390485726
57,-0.34,0.9,-1.47,50.25,-129.56,27.25,-16.71,-6.03,-1.03,-0.71,0.01,0.67,0.21,475413,5240,W,0.8609298842976044,0.16724472747566077,0.21851172482608952
58,1.43,-1.36,2.46,50.25,-129.56,27.25,-16.71,-6.03,-1.03,-0.71,0.01,0.67,0.21,475455,5282,W,0.7355473065965678,0.1376927348873476,0.2259826277070377
59,1.43,-1.36,2.46,50.25,-129.56,27.25,-12.04,-2.0,4.03,-0.71,0.01,0.67,0.21,475499,5326,W,0.6042714083067932,0.10796914362051972,0.21077633099819426
60,0.42,0.0,0.36,50.25,-129.56,27.25,-12.04,-2.0,4.03,-0.71,0.01,0.67,0.21,475541,5368,W,0.4784711934870592,0.08102406275014212,0.18359790970234902
61,0.42,0.0,0.36,50.25,-129.56,27.25,-9.85,-2.46,1.08,-0.71,0.01,0.67,0.21,475583,5410,W,0.3632887748475174,0.059497317877338377,0.14572723402116683
62,0.42,0.0,0.36,50.25,-129.56,27.25,-9.39,-2.7,0.73,-0.71,0.01,0.67,0.21,475623,5450,W,0.2596531708144084,0.048016655557498324,0.10031442395635691
63,0.42,0.0,0.36,50.25,-129.56,27.25,-9.36,-2.77,0.7,-0.71,0.01,0.67,0.21,475662,5489,W,0.17390470949352738,0.04735903605092347,0.06276530633237984
64,-0.11,0.13,0.11,50.25,-129.56,27.25,-9.36,-2.77,0.7,-0.71,0.01,0.67,0.21,475703,5530,W,0.12107631199246642,0.05473008368063697,0.03896951703885126
65,-0.11,0.13,0.11,50.25,-129.56,27.25,-9.47,-2.73,0.43,-0.71,0.01,0.67,0.21,475744,5571,W,0.11571634694557006,0.06136938165397343,0.03600175128911536
66,-0.1,-0.06,0.16,50.25,-129.56,27.25,-9.47,-2.73,0.43,-0.71,0.01,0.67,0.21,475785,5612,W,0.16361336463064902,0.06340625952298298,0.04114033587179578
67,-0.1,-0.06,0.16,50.25,-129.56,27.25,-9.55,-2.62,0.5,-0.71,0.01,0.67,0.21,475826,5653,W,0.25250905476776747,0.07141319532590386,0.05067793749921594
68,-0.1,-0.06,0.16,50.25,-129.56,27.25,-9.59,-2.58,0.5,-0.71,0.01,0.67,0.21,475868,5695,W,0.35777281729229177,0.08571355916944877,0.05931578881665781
69,-0.1,-0.06,0.16,157.69,-58.63,35.31,-9.59,-2.58,0.5,-0.71,0.01,0.67,0.21,475909,5736,W,0.47312881355283914,0.09636080441718878,0.06204467052251099
70,-0.04,-0.45,0.54,157.69,-58.63,35.31,-9.59,-2.58,0.5,-0.71,0.01,0.67,0.21,475951,5778,W,0.6046291217845982,0.10580986430790558,0.07869269522576273
71,-0.04,-0.45,0.54,157.69,-58.63,35.31,-9.93,-2.46,0.77,-0.71,0.01,0.67,0.21,475993,5820,W,0.7507798374137021,0.12164249012281517,0.1109175043745802
