,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,SensorTime,Time,Label,Fft1,Fft2,Fft3
0,-0.48,-0.02,-1.19,-13.44,3.0,4.5,-3.53,-5.41,2.31,0.21,0.55,-0.73,0.35,263163,2510,W,1.2361786806855597,0.03740770310075541,0.036070445843883865
1,-0.83,0.18,-1.9,-13.44,3.0,4.5,-3.53,-5.41,2.31,0.21,0.55,-0.73,0.35,263177,2524,W,0.9864833934956434,0.024483621882538813,0.027720729042216376
2,-0.83,0.18,-1.9,-13.44,3.0,4.5,-3.53,-5.41,2.31,0.29,0.47,-0.7,0.46,263192,2539,W,0.7703814808360437,0.013472084264624547,0.017383114545499345
3,-0.83,0.18,-1.9,-13.44,3.0,4.5,-4.18,-8.02,1.12,0.29,0.47,-0.7,0.46,263281,2628,W,0.6301653683033016,0.005247296988767081,0.010094949725332276
4,-1.08,0.05,-2.28,-13.44,3.0,4.5,-4.18,-8.02,1.12,0.29,0.47,-0.7,0.46,263297,2644,W,0.5752144105813868,0.0011980351477394913,0.006097499455677541
5,-1.08,0.05,-2.28,-13.44,3.0,4.5,-4.79,-9.86,1.96,0.29,0.47,-0.7,0.46,263392,2739,W,0.5778451219573972,0.0004738704444812919,0.0043717759459159684
6,-1.45,0.11,-2.67,-13.44,3.0,4.5,-4.79,-9.86,1.96,0.29,0.47,-0.7,0.46,263423,2770,W,0.589461967963193,0.0011998068456229812,0.004673959384314208
7,-1.45,0.11,-2.67,-13.44,3.0,4.5,-5.21,-11.54,1.43,0.29,0.47,-0.7,0.46,263446,2793,W,0.5675283561704759,0.0016023361608823387,0.004529440327217851
8,-1.45,0.11,-2.67,-13.44,3.0,4.5,-6.17,-11.04,1.04,0.29,0.47,-0.7,0.46,263459,2806,W,0.5029055316347102,0.0017851857004323054,0.0044148317416399865
9,-1.45,0.11,-2.67,-13.44,3.0,4.5,-6.09,-10.96,0.97,0.29,0.47,-0.7,0.46,263480,2827,W,0.4110476628465049,0.0018093716708595267,0.004499400165818344
10,-1.03,0.55,-1.96,-13.44,3.0,4.5,-6.09,-10.96,0.97,0.29,0.47,-0.7,0.46,263500,2847,W,0.31638095410748035,0.0017010678200178907,0.004167867060849752
11,-1.03,0.55,-1.96,-13.44,3.0,4.5,-6.78,-10.77,-0.07,0.29,0.47,-0.7,0.46,263519,2866,W,0.23869821024685967,0.0015515862563427562,0.0037257748766667933
12,-1.48,-0.91,-1.7,-13.44,3.0,4.5,-6.78,-10.77,-0.07,0.29,0.47,-0.7,0.46,263533,2880,W,0.18490514668171673,0.0012145006615092756,0.003313583220677219
13,-1.48,-0.91,-1.7,-13.44,3.0,4.5,-6.9,-10.16,0.16,0.29,0.47,-0.7,0.46,263556,2903,W,0.1512370943780977,0.0008907059048672213,0.002683722544415105
14,-1.48,-0.91,-1.7,-13.44,3.0,4.5,-5.1,-9.74,0.55,0.29,0.47,-0.7,0.46,263577,2924,W,0.12838020023588267,0.0006485240921062299,0.0024922780764926695
15,-1.6,-0.09,-1.33,-13.44,3.0,4.5,-5.1,-9.74,0.55,0.29,0.47,-0.7,0.46,263597,2944,W,0.11025229754189006,0.0004911325116808463,0.0022198908534591835
16,-1.6,-0.09,-1.33,-13.44,3.0,4.5,-5.55,-9.36,-0.14,0.29,0.47,-0.7,0.46,263612,2959,W,0.09603075292809245,0.000399205422483855,0.0019031414191067785
17,-1.21,0.58,-1.12,-13.44,3.0,4.5,-5.55,-9.36,-0.14,0.29,0.47,-0.7,0.46,263630,2977,W,0.0867747005752949,0.00025835060503640424,0.0018660105474211596
18,-1.21,0.58,-1.12,-13.44,3.0,4.5,-5.55,-9.36,-0.14,-0.05,0.73,-0.67,0.13,263645,2992,W,0.0835625399322941,0.00014701167956191974,0.0010850934934807954
19,-1.21,0.58,-1.12,-13.44,3.0,4.5,-5.14,-8.51,0.2,-0.05,0.73,-0.67,0.13,263679,3026,W,0.09355517338552397,0.0008984909752591126,0.0005187170975084859
20,-0.86,0.82,-0.92,-13.44,3.0,4.5,-5.14,-8.51,0.2,-0.05,0.73,-0.67,0.13,263697,3044,W,0.12959797523927735,0.0035603829694282442,0.0007381997183381941
21,-0.86,0.82,-0.92,-13.44,3.0,4.5,-5.14,-8.21,0.39,-0.05,0.73,-0.67,0.13,263711,3058,W,0.20755066486703005,0.009002387590982725,0.002679885607332637
22,-0.86,0.82,-0.92,-13.44,3.0,4.5,-5.14,-8.93,0.51,-0.05,0.73,-0.67,0.13,263724,3071,W,0.34073190860047586,0.016548490191904144,0.006813647660204609
23,-0.41,0.91,-0.48,-13.44,3.0,4.5,-5.14,-8.93,0.51,-0.05,0.73,-0.67,0.13,263796,3143,W,0.5336162493714439,0.02540181375734177,0.01139477689403759
24,-0.41,0.91,-0.48,-13.44,3.0,4.5,-5.17,-9.13,0.7,-0.05,0.73,-0.67,0.13,264034,3381,W,0.7716453843673243,0.03360254236928346,0.016642489734862348
25,-0.41,0.91,-0.48,-13.44,3.0,4.5,-3.34,-8.09,0.89,-0.05,0.73,-0.67,0.13,264055,3402,W,1.0206047686968438,0.03948306794211144,0.01943278310691545
26,-0.41,0.91,-0.48,-13.44,3.0,4.5,-1.73,-13.38,1.31,-0.05,0.73,-0.67,0.13,264068,3415,W,1.2332832662665818,0.041707930375184867,0.01994402737426307
27,1.39,-0.67,2.26,-13.44,3.0,4.5,-1.73,-13.38,1.31,-0.05,0.73,-0.67,0.13,264097,3444,W,1.3591756658017906,0.04012348914246835,0.017929337547612133
28,1.39,-0.67,2.26,-13.44,3.0,4.5,-2.87,-14.18,1.81,-0.05,0.73,-0.67,0.13,264119,3466,W,1.3683955623284985,0.03578097423359822,0.013159933193438828
29,1.58,0.91,3.0,-13.44,3.0,4.5,-2.87,-14.18,1.81,-0.05,0.73,-0.67,0.13,264277,3624,W,1.263699062391813,0.029421850600792818,0.008479905749194931
30,1.58,0.91,3.0,-13.44,3.0,4.5,-2.87,-14.18,1.81,0.11,0.65,-0.74,0.17,264306,3653,W,1.0738603284295192,0.02233606849533546,0.004988788754624446
31,1.58,0.91,3.0,-13.44,3.0,4.5,-5.17,-7.17,2.0,0.11,0.65,-0.74,0.17,264320,3667,W,0.8453160382458189,0.015112329726100243,0.003691963966832492
32,0.7,-0.47,2.29,-13.44,3.0,4.5,-5.17,-7.17,2.0,0.11,0.65,-0.74,0.17,264336,3683,W,0.628265768691347,0.009067961125985374,0.004879570251065711
33,0.7,-0.47,2.29,-13.44,3.0,4.5,-5.48,-4.91,2.31,0.11,0.65,-0.74,0.17,264352,3699,W,0.4563543352135124,0.004755780940163131,0.007254298825282703
34,0.56,-0.83,1.56,-13.44,3.0,4.5,-5.48,-4.91,2.31,0.11,0.65,-0.74,0.17,264388,3735,W,0.33627881290305317,0.0023515198029347307,0.009019857907909528
