,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,SensorTime,Time,Label,Fft1,Fft2,Fft3
0,0.0,0.01,-0.02,8.69,-108.94,-17.44,-9.16,-3.11,-0.03,-0.71,0.01,0.67,0.24,571106,5366,W,4.3785889771470466e-05,1.8257717242593803e-07,1.7853512882158507e-06
1,0.0,0.01,-0.02,8.69,-108.94,-17.44,-9.16,-3.15,-0.03,-0.71,0.01,0.67,0.24,571148,5408,W,6.246973654243165e-05,4.3736976011375254e-07,2.2424287212424126e-06
2,0.03,0.01,-0.03,8.69,-108.94,-17.44,-9.16,-3.15,-0.03,-0.71,0.01,0.67,0.24,571189,5449,W,8.377790478592356e-05,8.802431564286624e-07,2.7409344470281266e-06
3,0.03,0.01,-0.03,8.69,-108.94,-17.44,-9.16,-3.19,-0.03,-0.71,0.01,0.67,0.24,571230,5490,W,9.84310452954769e-05,1.3949669680791673e-06,3.148175214182235e-06
4,0.03,0.01,-0.03,8.69,-108.94,-17.44,-9.13,-3.15,0.16,-0.71,0.01,0.67,0.24,571272,5532,W,9.943281920469615e-05,1.8052220070037765e-06,3.2614386104513003e-06
5,0.03,0.01,-0.03,8.69,-108.94,-17.44,-9.13,-3.15,0.12,-0.71,0.01,0.67,0.24,571312,5572,W,8.551229782033472e-05,2.0445534981450696e-06,3.2390288859404034e-06
6,0.08,0.03,-0.01,8.69,-108.94,-17.44,-9.13,-3.15,0.12,-0.71,0.01,0.67,0.24,571353,5613,W,6.17246305499885e-05,1.9861534740139203e-06,2.925200066412113e-06
7,0.08,0.03,-0.01,8.69,-108.94,-17.44,-9.24,-3.15,-0.03,-0.71,0.01,0.67,0.24,571395,5655,W,3.657434757742306e-05,1.7393517886340563e-06,2.4874654861672495e-06
8,0.03,-0.01,0.0,8.69,-108.94,-17.44,-9.24,-3.15,-0.03,-0.71,0.01,0.67,0.24,571437,5697,W,1.7550213435873027e-05,1.3294714718381864e-06,2.0754736209666284e-06
9,0.03,-0.01,0.0,8.69,-108.94,-17.44,-9.2,-3.19,0.04,-0.71,0.01,0.67,0.24,571479,5739,W,4.110890399652168e-06,4.619593348545667e-07,2.4387648613436863e-06
10,0.03,-0.01,0.0,8.69,-108.94,-17.44,-9.24,-3.19,0.0,-0.71,0.01,0.67,0.24,571518,5778,W,5.84751094831081e-05,1.5957153991729887e-05,2.64130997712442e-05
11,0.03,-0.01,0.0,16.63,-111.25,-31.94,-9.24,-3.19,0.0,-0.71,0.01,0.67,0.24,571559,5819,W,0.000722325583946655,0.0002144618332273938,9.844954952120563e-05
12,-0.01,0.0,-0.01,16.63,-111.25,-31.94,-9.24,-3.19,0.0,-0.71,0.01,0.67,0.24,571601,5861,W,0.0048879732292420805,0.0010497577554460678,0.0006789137564866693
13,-0.01,0.0,-0.01,16.63,-111.25,-31.94,-9.2,-3.23,-0.07,-0.71,0.01,0.67,0.24,571643,5903,W,0.02085502607276899,0.002903995889749696,0.0019869599173005176
14,-0.01,0.0,-0.01,16.63,-111.25,-31.94,-9.13,-3.27,-0.03,-0.71,0.01,0.67,0.24,571687,5947,W,0.06313549528632974,0.006083262471830641,0.0043879472792074424
15,-0.01,0.0,-0.01,16.63,-111.25,-31.94,-9.16,-3.23,-0.03,-0.71,0.01,0.67,0.24,571729,5989,W,0.1481652333008181,0.009453968623657048,0.009294870030735921
16,-0.01,0.0,-0.01,16.63,-111.25,-31.94,-9.24,-3.15,0.0,-0.71,0.01,0.67,0.24,571772,6032,W,0.2836990804255128,0.01218229644768181,0.017169699541801878
17,-0.01,0.0,-0.01,16.63,-111.25,-31.94,-9.39,-3.11,-0.11,-0.71,0.01,0.67,0.24,571813,6073,W,0.4682562274090071,0.014554477664314712,0.02701662353728157
18,-0.01,-0.55,0.47,16.63,-111.25,-31.94,-9.39,-3.11,-0.11,-0.71,0.01,0.67,0.24,571855,6115,W,0.6975473895915331,0.017459312033344207,0.03946631251183945
19,-0.01,-0.55,0.47,16.63,-111.25,-31.94,-9.55,-3.15,0.16,-0.71,0.01,0.67,0.24,571899,6159,W,0.963290689528251,0.02277564173582189,0.05239753640938232
20,0.23,-1.6,2.52,16.63,-111.25,-31.94,-9.55,-3.15,0.16,-0.71,0.01,0.67,0.24,571941,6201,W,1.2518347457780257,0.03130634965653317,0.06262814124320099
21,0.23,-1.6,2.52,16.63,-111.25,-31.94,-13.3,-3.04,1.08,-0.71,0.01,0.67,0.24,571983,6243,W,1.5386737687511398,0.04209939733541665,0.07058653868592599
22,0.23,-1.6,2.52,16.63,-111.25,-31.94,-14.11,-2.16,1.23,-0.71,0.01,0.67,0.24,572026,6286,W,1.7842786494017975,0.053755872463561345,0.07185199733667283
23,0.23,-1.6,2.52,16.63,-111.25,-31.94,-6.75,-12.35,-3.14,-0.71,0.01,0.67,0.24,572066,6326,W,1.9413628765329676,0.0622417938873266,0.06708283603251687
24,-0.2,0.49,0.16,16.63,-111.25,-31.94,-6.75,-12.35,-3.14,-0.71,0.01,0.67,0.24,572109,6369,W,1.9711112130572817,0.06514627037379676,0.056880382708077146
25,-0.2,0.49,0.16,16.63,-111.25,-31.94,-7.06,-7.52,2.65,-0.71,0.01,0.67,0.24,572153,6413,W,1.8578915866550378,0.06057859872824209,0.04285284784864936
26,0.12,0.47,-2.43,16.63,-111.25,-31.94,-7.06,-7.52,2.65,-0.71,0.01,0.67,0.24,572195,6455,W,1.6178522665032946,0.04989937811510099,0.029217155294546632
27,0.12,0.47,-2.43,16.63,-111.25,-31.94,-9.51,-3.34,1.42,-0.71,0.01,0.67,0.24,572236,6496,W,1.297148834479183,0.035543360109712735,0.01709406118097718
28,0.12,0.47,-2.43,16.63,-111.25,-31.94,-13.03,-2.04,3.07,-0.71,0.01,0.67,0.24,572278,6538,W,0.9560331727250487,0.021343700526223613,0.008854725754282025
29,0.12,0.47,-2.43,16.63,-111.25,-31.94,-13.41,0.48,2.95,-0.71,0.01,0.67,0.24,572320,6580,W,0.6528918003405335,0.01294920793392706,0.00451778552357492
30,0.12,0.47,-2.43,44.5,-132.63,7.69,-13.41,0.48,2.95,-0.71,0.01,0.67,0.24,572362,6622,W,0.43572976352599835,0.0086755819800481,0.003056569910514537
31,-0.8,0.31,-1.77,44.5,-132.63,7.69,-13.41,0.48,2.95,-0.71,0.01,0.67,0.24,572403,6663,W,0.329646330860899,0.007748535048005443,0.0035854300794972
32,-1.1,0.45,-1.42,44.5,-132.63,7.69,-13.41,0.48,2.95,-0.71,0.01,0.67,0.24,572445,6705,W,0.33744186934444464,0.009849720484273855,0.006090678130744752
33,-1.1,0.45,-1.42,44.5,-132.63,7.69,-9.63,-1.66,2.92,-0.71,0.01,0.67,0.24,572486,6746,W,0.4422853401059921,0.013935026644630323,0.01088967173186417
34,-1.1,0.45,-1.42,44.5,-132.63,7.69,-10.05,-1.66,2.76,-0.71,0.01,0.67,0.24,572527,6787,W,0.5990084059218503,0.020335910455754686,0.01781809383787457
35,-1.1,0.45,-1.42,44.5,-132.63,7.69,-10.27,0.52,3.8,-0.71,0.01,0.67,0.24,572568,6828,W,0.7530755515711762,0.025648051189936454,0.02575095631880809
36,-1.1,0.45,-1.42,106.38,-105.44,22.0,-10.27,0.52,3.8,-0.71,0.01,0.67,0.24,572608,6868,W,0.8613498253461431,0.02829351089388217,0.031088615550721573
37,-1.1,0.45,-1.42,106.38,-105.44,22.0,-11.16,4.32,6.25,-0.71,0.01,0.67,0.24,572652,6912,W,0.8978151172152099,0.028127219566855863,0.034240252306448546
38,0.54,-0.34,1.58,106.38,-105.44,22.0,-11.16,4.32,6.25,-0.71,0.01,0.67,0.24,572694,6954,W,0.8607682926409888,0.02489284265900691,0.033636470038193866
39,0.54,-0.34,1.58,106.38,-105.44,22.0,-12.92,-3.15,0.2,-0.71,0.01,0.67,0.24,572736,6996,W,0.7669389740028023,0.020228836799725564,0.029062049103068928
40,0.54,-0.34,1.58,106.38,-105.44,22.0,-9.97,-3.23,0.89,-0.71,0.01,0.67,0.24,572778,7038,W,0.6389775918712346,0.015241214050322027,0.023822691988824703
41,0.54,-0.34,1.58,106.38,-105.44,22.0,-9.13,-3.5,0.31,-0.71,0.01,0.67,0.24,572820,7080,W,0.4978385291156558,0.011226660634060958,0.01783310159723113
42,0.54,-0.34,1.58,96.31,-120.81,34.63,-9.13,-3.5,0.31,-0.71,0.01,0.67,0.24,572861,7121,W,0.3608830839068628,0.008542522365655265,0.0130795347498762
43,0.54,-0.34,1.58,96.31,-120.81,34.63,-9.55,-3.15,0.35,-0.71,0.01,0.67,0.24,572904,7164,W,0.24069230227293395,0.006969342446368202,0.009478409046562043
44,-0.01,0.04,0.12,96.31,-120.81,34.63,-9.55,-3.15,0.35,-0.71,0.01,0.67,0.24,572945,7205,W,0.1449510712863914,0.005904253330769142,0.00680221709146085
45,-0.01,0.04,0.12,96.31,-120.81,34.63,-9.32,-3.11,0.27,-0.71,0.01,0.67,0.24,572986,7246,W,0.07625007880105644,0.004586891285103075,0.005085730066612347
46,-0.01,0.04,0.12,96.31,-120.81,34.63,-9.32,-3.11,0.35,-0.71,0.01,0.67,0.24,573027,7287,W,0.03230989285416433,0.003018134936460712,0.0034819766088690805
