,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,SensorTime,Time,Label,Fft1,Fft2,Fft3
14,-0.05,-0.09,0.21,104.0,-113.56,16.38,-9.47,-2.16,1.42,-0.66,-0.04,0.74,0.11,348553,5965,W,0.30623129714453046,0.0006023807925437018,0.005529445306231803
15,-0.05,-0.09,0.21,104.0,-113.56,16.38,-9.51,-2.12,1.5,-0.66,-0.04,0.74,0.11,348595,6007,W,0.772904626347609,0.0008162517724398513,0.008174776644683267
16,-0.05,-0.09,0.21,104.0,-113.56,16.38,-9.63,-2.23,1.23,-0.66,-0.04,0.74,0.11,348637,6049,W,1.5551173853823794,0.004180196488951259,0.005964376431109352
17,-0.05,-0.09,0.21,104.0,-113.56,16.38,-9.7,-2.2,1.35,-0.66,-0.04,0.74,0.11,348681,6093,W,2.6772572266997345,0.01660548345041362,0.002403971467808534
18,-0.05,-0.09,0.21,90.31,-139.88,30.63,-9.7,-2.2,1.35,-0.66,-0.04,0.74,0.11,348722,6134,W,4.081567684392419,0.044242273250897274,0.0061924214766548484
19,0.32,-0.98,2.79,90.31,-139.88,30.63,-9.7,-2.2,1.35,-0.66,-0.04,0.74,0.11,348765,6177,W,5.633682321839245,0.09044501454936273,0.026052507461329016
20,0.55,-1.73,5.83,90.31,-139.88,30.63,-9.7,-2.2,1.35,-0.66,-0.04,0.74,0.11,348806,6218,W,7.145344583393503,0.14941813854277264,0.0672140406020875
21,0.55,-1.73,5.83,90.31,-139.88,30.63,-19.28,0.79,3.03,-0.66,-0.04,0.74,0.11,348847,6259,W,8.399376098179197,0.21183760541896027,0.12194280093084789
22,0.55,-1.73,5.83,90.31,-139.88,30.63,-16.75,-15.45,-3.52,-0.66,-0.04,0.74,0.11,348888,6300,W,9.179546797518817,0.26011365171508793,0.18380280151438663
23,0.55,-1.73,5.83,90.31,-139.88,30.63,-4.18,-7.79,-0.42,-0.66,-0.04,0.74,0.11,348933,6345,W,9.329261913159028,0.28191748750927254,0.2343494623525194
24,0.55,-1.73,5.83,90.31,-139.88,30.63,-7.44,-8.4,-1.61,-0.66,-0.04,0.74,0.11,348974,6386,W,8.834611998464409,0.27292871195582047,0.2547601703110522
25,0.44,1.63,-3.49,90.31,-139.88,30.63,-7.44,-8.4,-1.61,-0.66,-0.04,0.74,0.11,349016,6428,W,7.833421986414793,0.23557241415588928,0.23855502838176146
26,-0.78,1.09,-3.79,90.31,-139.88,30.63,-7.44,-8.4,-1.61,-0.66,-0.04,0.74,0.11,349058,6470,W,6.547464759619881,0.18023236407150348,0.1916898731072196
27,-0.78,1.09,-3.79,90.31,-139.88,30.63,-13.68,0.07,3.26,-0.66,-0.04,0.74,0.11,349102,6514,W,5.209784644681736,0.12059259151226413,0.1302221043547488
28,-0.78,1.09,-3.79,90.31,-139.88,30.63,-12.61,1.1,2.84,-0.66,-0.04,0.74,0.11,349145,6557,W,4.002953694711901,0.07010826128142225,0.06867880092189826
29,-0.78,1.09,-3.79,90.31,-139.88,30.63,-14.8,1.64,5.87,-0.66,-0.04,0.74,0.11,349187,6599,W,3.0145618565518446,0.03208085798012844,0.027785683136966676
30,-0.78,1.09,-3.79,90.31,-139.88,30.63,-14.11,1.98,5.14,-0.66,-0.04,0.74,0.11,349229,6641,W,2.2460252941917007,0.010873379254810921,0.010790667565493111
31,-0.78,1.09,-3.79,139.94,-79.19,21.88,-14.11,1.98,5.14,-0.66,-0.04,0.74,0.11,349272,6684,W,1.6544181185683122,0.0021236466934017747,0.007836580730101808
32,-0.35,0.82,-1.74,139.94,-79.19,21.88,-14.11,1.98,5.14,-0.66,-0.04,0.74,0.11,349314,6726,W,1.181119332679264,0.00024015460054899066,0.008801303527849573
33,0.34,0.47,0.06,139.94,-79.19,21.88,-14.11,1.98,5.14,-0.66,-0.04,0.74,0.11,349356,6768,W,0.7713700237377203,6.646777527596261e-05,0.007754364431757454
34,0.34,0.47,0.06,139.94,-79.19,21.88,-5.41,11.1,5.6,-0.66,-0.04,0.74,0.11,349398,6810,W,0.4350948389755256,5.501481404001493e-06,0.006611924924870336
35,0.34,0.47,0.06,139.94,-79.19,21.88,-12.57,-2.89,4.26,-0.66,-0.04,0.74,0.11,349437,6849,W,0.20901665345874512,8.352227053128275e-05,0.005574645692400297
36,0.34,0.47,0.06,139.94,-79.19,21.88,-11.16,-1.77,5.56,-0.66,-0.04,0.74,0.11,349479,6891,W,0.08565508722848121,0.0002304758970420314,0.00372675840427453
37,0.34,0.47,0.06,139.94,-79.19,21.88,-13.49,-2.04,1.92,-0.66,-0.04,0.74,0.11,349520,6932,W,0.03206714571435244,0.0003591230718392891,0.002525664278071394
38,0.46,0.0,0.39,139.94,-79.19,21.88,-13.49,-2.04,1.92,-0.66,-0.04,0.74,0.11,349562,6974,W,0.013861768766604244,0.0003874015437205198,0.0015031028995854756
39,0.35,0.3,0.27,139.94,-79.19,21.88,-13.49,-2.04,1.92,-0.66,-0.04,0.74,0.11,349604,7016,W,0.008597029785061234,0.00039441455366793273,0.0005960138892471105
40,0.35,0.3,0.27,139.94,-79.19,21.88,-9.82,-2.16,1.61,-0.66,-0.04,0.74,0.11,349645,7057,W,0.006408932759166444,0.00034290171353175723,0.0003614509344725128
41,0.35,0.3,0.27,139.94,-79.19,21.88,-9.51,-2.16,1.77,-0.66,-0.04,0.74,0.11,349686,7098,W,0.0043100310593028645,0.00012192819425780316,0.00017591220030683006
42,0.35,0.3,0.27,139.94,-79.19,21.88,-9.59,-2.08,1.65,-0.66,-0.04,0.74,0.11,349726,7138,W,0.0015981339126702274,1.5592611954660295e-05,0.00028687091458574475
43,0.35,0.3,0.27,155.13,-88.44,21.44,-9.59,-2.08,1.65,-0.66,-0.04,0.74,0.11,349767,7179,W,0.00012916873403063332,6.786712028481623e-05,0.000635052572687044
44,-0.09,-0.03,0.22,155.13,-88.44,21.44,-9.59,-2.08,1.65,-0.66,-0.04,0.74,0.11,349808,7220,W,0.007792752813501909,0.00024229717707431651,0.0011670127498067515
45,-0.07,-0.1,0.32,155.13,-88.44,21.44,-9.59,-2.08,1.65,-0.66,-0.04,0.74,0.11,349851,7263,W,0.03950699616995592,0.0004270763239957811,0.0019510877088919766
46,-0.07,-0.1,0.32,155.13,-88.44,21.44,-9.55,-1.89,1.8,-0.66,-0.04,0.74,0.11,349894,7306,W,0.11186483346159426,0.000590831619382649,0.0023986503588970714
47,-0.07,-0.1,0.32,155.13,-88.44,21.44,-9.63,-1.7,1.8,-0.66,-0.04,0.74,0.11,349936,7348,W,0.24068990768253273,0.0009729021986604122,0.002073960883742992
48,-0.07,-0.1,0.32,155.13,-88.44,21.44,-9.63,-1.66,1.88,-0.66,-0.04,0.74,0.11,349978,7390,W,0.44312608290090716,0.0025273788975928267,0.0028035689535739735
49,-0.07,-0.1,0.32,152.38,-102.31,17.5,-9.63,-1.66,1.88,-0.66,-0.04,0.74,0.11,350020,7432,W,0.7377223732102611,0.006565943365947352,0.005277178374968667
50,0.12,-0.68,1.57,152.38,-102.31,17.5,-9.63,-1.66,1.88,-0.66,-0.04,0.74,0.11,350063,7475,W,1.143287024896077,0.013912019343755258,0.010383711914586927
51,0.41,-0.69,2.44,152.38,-102.31,17.5,-9.63,-1.66,1.88,-0.66,-0.04,0.74,0.11,350105,7517,W,1.6687982316894772,0.02349767050825205,0.019029461220959644
52,0.41,-0.69,2.44,152.38,-102.31,17.5,-13.91,-1.93,2.34,-0.66,-0.04,0.74,0.11,350148,7560,W,2.294277002755283,0.034205874546524045,0.02750926681521025
53,0.41,-0.69,2.44,152.38,-102.31,17.5,-18.01,1.41,3.03,-0.66,-0.04,0.74,0.11,350190,7602,W,2.951025187381906,0.042432891819546674,0.036896417349737934
54,0.41,-0.69,2.44,152.38,-102.31,17.5,-17.02,-8.25,-0.11,-0.66,-0.04,0.74,0.11,350233,7645,W,3.521602476503854,0.04710586441859525,0.04172296810173653
55,0.41,-0.69,2.44,152.38,-102.31,17.5,-13.41,-13.54,-3.6,-0.66,-0.04,0.74,0.11,350275,7687,W,3.892582353022861,0.04721441893789528,0.03846648332529891
56,-1.01,1.11,-2.1,152.38,-102.31,17.5,-13.41,-13.54,-3.6,-0.66,-0.04,0.74,0.11,350319,7731,W,4.00039996306747,0.04342015415670127,0.02904790340080408
57,-0.25,0.98,-3.43,152.38,-102.31,17.5,-13.41,-13.54,-3.6,-0.66,-0.04,0.74,0.11,350364,7776,W,3.8945996199799002,0.04213454146078117,0.015699783096439626
58,-1.01,1.42,-4.03,152.38,-102.31,17.5,-13.41,-13.54,-3.6,-0.66,-0.04,0.74,0.11,350409,7821,W,3.712816966015109,0.044847009858485797,0.004667647157050484
59,-1.01,1.42,-4.03,152.38,-102.31,17.5,-13.91,-0.2,4.37,-0.66,-0.04,0.74,0.11,350453,7865,W,3.5723716016019234,0.05434692248269219,0.004074836226516975
60,-1.01,1.42,-4.03,152.38,-102.31,17.5,-14.34,0.83,3.88,-0.66,-0.04,0.74,0.11,350497,7909,W,3.539979649073845,0.06987977636248775,0.017251331939300354
61,-1.01,1.42,-4.03,152.38,-102.31,17.5,-14.72,1.67,5.29,-0.66,-0.04,0.74,0.11,350539,7951,W,3.6200612139076913,0.08856449103214536,0.04135383071021047
62,-1.01,1.42,-4.03,152.38,-102.31,17.5,-14.87,2.32,6.02,-0.66,-0.04,0.74,0.11,350582,7994,W,3.7557207060426334,0.10840435132182503,0.06634242860646504
63,-1.01,1.42,-4.03,152.38,-102.31,17.5,-12.04,2.52,4.11,-0.66,-0.04,0.74,0.11,350623,8035,W,3.8296674201555145,0.12449048395982135,0.07945357722871829
64,-1.06,0.83,-1.76,152.38,-102.31,17.5,-12.04,2.52,4.11,-0.66,-0.04,0.74,0.11,350666,8078,W,3.700177501535263,0.13516700753651636,0.07740267817461127
65,-1.06,0.83,-1.76,152.38,-102.31,17.5,-8.86,7.77,5.94,-0.66,-0.04,0.74,0.11,350710,8122,W,3.31239141732073,0.13130211445814338,0.06786217451251558
66,1.72,-2.21,2.63,152.38,-102.31,17.5,-8.86,7.77,5.94,-0.66,-0.04,0.74,0.11,350753,8165,W,2.7387268927859054,0.1153080444409503,0.053177461799722554
67,1.72,-2.21,2.63,152.38,-102.31,17.5,-10.5,-7.98,-1.49,-0.66,-0.04,0.74,0.11,350794,8206,W,2.1022984384067556,0.09395648253928839,0.03492076825148038
68,1.72,-2.21,2.63,152.38,-102.31,17.5,-14.49,-2.58,5.48,-0.66,-0.04,0.74,0.11,350839,8251,W,1.5113910053193282,0.07009272639676174,0.021441590139709324
69,1.72,-2.21,2.63,152.38,-102.31,17.5,-11.65,-2.46,1.0,-0.66,-0.04,0.74,0.11,350882,8294,W,1.0221194790206578,0.049685625395340265,0.013844323660958493
70,1.72,-2.21,2.63,152.38,-102.31,17.5,-9.36,-2.43,2.46,-0.66,-0.04,0.74,0.11,350923,8335,W,0.6459826757425354,0.03315903557329,0.010972388573184458
71,0.46,0.1,0.29,152.38,-102.31,17.5,-9.36,-2.43,2.46,-0.66,-0.04,0.74,0.11,350965,8377,W,0.373052485644031,0.02191684548661339,0.012062863409879264
72,0.22,-0.08,0.17,152.38,-102.31,17.5,-9.36,-2.43,2.46,-0.66,-0.04,0.74,0.11,351006,8418,W,0.18920849247044433,0.01372010448137218,0.013624941726975466
73,0.22,-0.08,0.17,152.38,-102.31,17.5,-9.05,-2.43,2.38,-0.66,-0.04,0.74,0.11,351050,8462,W,0.08328851815085289,0.00812944281358801,0.01175283256394336
74,0.12,-0.17,0.61,152.38,-102.31,17.5,-9.05,-2.43,2.38,-0.66,-0.04,0.74,0.11,351093,8505,W,0.035786212980740945,0.004659482570710509,0.007760253772013018
75,0.12,-0.17,0.61,152.38,-102.31,17.5,-9.63,-2.0,1.96,-0.66,-0.04,0.74,0.11,351134,8546,W,0.020483986649590877,0.002167491035390884,0.004705481179864658
76,0.13,0.01,-0.01,87.75,-64.19,31.56,-9.59,-2.5,0.81,-0.66,-0.04,0.74,0.11,356310,13722,T,0.01697115193026831,0.0008676961254209931,0.0026124949079929277
77,0.06,0.03,-0.06,87.75,-64.19,31.56,-9.59,-2.5,0.81,-0.66,-0.04,0.74,0.11,356352,13764,T,0.01400007477509815,0.00038030049287164847,0.0011834963454393718
78,0.06,0.03,-0.06,87.75,-64.19,31.56,-9.28,-2.39,1.31,-0.66,-0.04,0.74,0.11,356392,13804,T,0.009810657326733162,0.00022297100596507907,0.000679810165443486
79,0.07,0.16,-0.08,87.75,-64.19,31.56,-9.28,-2.39,1.31,-0.66,-0.04,0.74,0.11,356432,13844,T,0.00622182967127401,0.00016599675890385476,0.00047251376419079743
80,0.07,0.16,-0.08,87.75,-64.19,31.56,-9.32,-2.62,1.0,-0.66,-0.04,0.74,0.11,356473,13885,T,0.003967990343117349,0.00010858943458122107,0.00031322136911411143
81,0.07,0.16,-0.08,84.31,-70.69,2.88,-9.32,-2.62,1.0,-0.66,-0.04,0.74,0.11,356512,13924,T,0.002771562386641513,7.149086260113665e-05,0.00020771040494896995
82,0.07,0.16,-0.08,84.31,-70.69,2.88,-9.2,-2.5,1.27,-0.66,-0.04,0.74,0.11,356554,13966,T,0.0022135679514077113,5.927227630696279e-05,0.00012379530756196524
83,0.28,0.17,0.07,84.31,-70.69,2.88,-9.2,-2.5,1.27,-0.66,-0.04,0.74,0.11,356594,14006,T,0.0018966717644733576,5.933128061687164e-05,7.757386437047043e-05
84,0.28,0.17,0.07,84.31,-70.69,2.88,-9.32,-2.5,1.08,-0.66,-0.04,0.74,0.11,356634,14046,T,0.001552791465468222,4.740064055668448e-05,5.569432240589404e-05
85,0.28,0.17,0.07,84.31,-70.69,2.88,-9.47,-2.7,0.66,-0.66,-0.04,0.74,0.11,356673,14085,T,0.0011412989857555059,3.2671855338028974e-05,3.540854265461884e-05
86,0.28,0.17,0.07,85.38,-71.13,4.13,-9.47,-2.7,0.66,-0.66,-0.04,0.74,0.11,356712,14124,T,0.00075392792962296,1.905535532598623e-05,1.7848404591441515e-05
87,0.01,-0.08,0.07,85.38,-71.13,4.13,-9.47,-2.7,0.66,-0.66,-0.04,0.74,0.11,356752,14164,T,0.0004670397106785529,8.741675803785633e-06,6.341745741295526e-06
88,0.01,-0.08,0.07,85.38,-71.13,4.13,-9.51,-2.5,0.85,-0.66,-0.04,0.74,0.11,356792,14204,W,0.00028257631444914314,9.750386771564152e-07,2.6389161279729563e-06
89,0.01,-0.08,0.07,85.38,-71.13,4.13,-9.39,-2.46,1.04,-0.66,-0.04,0.74,0.11,356833,14245,W,0.00010829209252106484,1.9617102629105367e-06,1.0751380166100336e-05
90,0.01,-0.08,0.07,85.38,-71.13,4.13,-9.36,-2.46,1.0,-0.66,-0.04,0.74,0.11,356873,14285,W,8.63424533530631e-06,5.326738191192756e-06,2.7179843450449595e-05
91,0.01,-0.08,0.07,83.63,-72.19,4.13,-9.36,-2.46,1.0,-0.66,-0.04,0.74,0.11,356912,14324,W,0.0007124253934822466,7.807573021062918e-06,5.144342086087056e-05
92,-0.03,-0.03,0.08,83.63,-72.19,4.13,-9.36,-2.46,1.0,-0.66,-0.04,0.74,0.11,356952,14364,W,0.0037820310043030934,8.296937919751168e-06,9.964195149604727e-05
93,-0.03,-0.03,0.08,83.63,-72.19,4.13,-9.47,-2.46,0.96,-0.66,-0.04,0.74,0.11,356993,14405,W,0.010591744073720169,0.00012280781119430122,0.00013794879108546484
94,-0.03,-0.03,0.08,83.63,-72.19,4.13,-9.51,-2.35,0.96,-0.66,-0.04,0.74,0.11,357033,14445,W,0.022584186366318117,0.0007930138667259453,0.0007542800894338408
95,-0.03,-0.03,0.08,83.63,-72.19,4.13,-9.51,-2.39,0.93,-0.66,-0.04,0.74,0.11,357074,14486,W,0.04502616166307596,0.0030875760698250046,0.0019611042327289095
96,-0.03,-0.03,0.08,84.38,-72.94,2.88,-9.51,-2.39,0.93,-0.66,-0.04,0.74,0.11,357115,14527,W,0.09578448874137362,0.008450914244414121,0.004982672301383705
97,-0.1,-0.37,0.41,84.38,-72.94,2.88,-9.51,-2.39,0.93,-0.66,-0.04,0.74,0.11,357156,14568,W,0.2126385210814421,0.016886225925321838,0.010136043972622813
98,-0.12,-0.38,0.78,84.38,-72.94,2.88,-9.51,-2.39,0.93,-0.66,-0.04,0.74,0.11,357198,14610,W,0.44416513235983174,0.028403529081296907,0.015943608826708183
99,-0.12,-0.38,0.78,84.38,-72.94,2.88,-9.47,-1.96,1.73,-0.66,-0.04,0.74,0.11,357239,14651,W,0.8581395266649008,0.0383329585228068,0.028032108162540086
100,-0.12,-0.38,0.78,84.38,-72.94,2.88,-9.85,-1.81,2.04,-0.66,-0.04,0.74,0.11,357280,14692,W,1.5211417894953336,0.046086867972203856,0.056148889630945734
101,-0.12,-0.38,0.78,84.38,-72.94,2.88,-10.35,-1.66,1.77,-0.66,-0.04,0.74,0.11,357319,14731,W,2.446613099290113,0.057445208455812996,0.10149123615812417
102,0.38,0.06,3.32,84.38,-72.94,2.88,-10.35,-1.66,1.77,-0.66,-0.04,0.74,0.11,357361,14773,W,3.586904096306277,0.07737259444949235,0.16555588375718758
103,0.38,0.06,3.32,84.38,-72.94,2.88,-14.45,-0.97,0.27,-0.66,-0.04,0.74,0.11,357402,14814,W,4.834216299411847,0.10868494702718814,0.24068112086244972
104,-0.73,1.13,5.08,84.38,-72.94,2.88,-14.45,-0.97,0.27,-0.66,-0.04,0.74,0.11,357442,14854,W,6.02537312752015,0.14919544891997155,0.30486341350068813
105,-0.73,1.13,5.08,84.38,-72.94,2.88,-17.44,-10.47,0.16,-0.66,-0.04,0.74,0.11,357482,14894,W,6.953604112129507,0.18659616361814677,0.35094002594829943
106,-0.73,1.13,5.08,84.38,-72.94,2.88,-9.97,-10.39,-0.34,-0.66,-0.04,0.74,0.11,357524,14936,W,7.417894020746134,0.21295812543345571,0.3621293904240156
107,-0.73,1.13,5.08,67.38,-94.0,-10.31,-9.97,-10.39,-0.34,-0.66,-0.04,0.74,0.11,357565,14977,W,7.326587771725585,0.22000489938595091,0.33241875928942205
108,0.74,0.86,-3.6,67.38,-94.0,-10.31,-9.97,-10.39,-0.34,-0.66,-0.04,0.74,0.11,357608,15020,W,6.731267630655852,0.20600011357658832,0.27017374169195874
109,0.74,0.86,-3.6,67.38,-94.0,-10.31,-10.05,-0.28,4.41,-0.66,-0.04,0.74,0.11,357651,15063,W,5.7811782740855415,0.1751918399200918,0.19193745681003013
110,-0.74,0.86,-3.92,67.38,-94.0,-10.31,-10.05,-0.28,4.41,-0.66,-0.04,0.74,0.11,357692,15104,W,4.670978233170459,0.13459440732403402,0.11854823901783587
111,-0.74,0.86,-3.92,67.38,-94.0,-10.31,-13.11,0.41,2.27,-0.66,-0.04,0.74,0.11,357734,15146,W,3.5869094115447937,0.09833458829113916,0.06199464691545187
112,-0.74,0.86,-3.92,67.38,-94.0,-10.31,-12.73,0.95,2.46,-0.66,-0.04,0.74,0.11,357778,15190,W,2.6585592041854667,0.07108417175943026,0.032095081848167596
113,-0.74,0.86,-3.92,67.38,-94.0,-10.31,-13.26,2.82,3.88,-0.66,-0.04,0.74,0.11,357819,15231,W,1.9261381817195742,0.055737611654752106,0.019523670621847487
114,-0.35,0.38,-2.1,67.38,-94.0,-10.31,-13.26,2.82,3.88,-0.66,-0.04,0.74,0.11,357861,15273,W,1.3712854872017322,0.0477553078212751,0.017147322846422775
115,-0.35,0.38,-2.1,67.38,-94.0,-10.31,-11.77,4.16,3.18,-0.66,-0.04,0.74,0.11,357904,15316,W,0.9512452960593376,0.04077739598549253,0.016421793763537227
116,0.19,0.22,-0.13,67.38,-94.0,-10.31,-11.77,4.16,3.18,-0.66,-0.04,0.74,0.11,357946,15358,W,0.6135189349453896,0.03411326516276769,0.010934721818709223
117,0.19,0.22,-0.13,67.38,-94.0,-10.31,-7.09,12.74,3.26,-0.66,-0.04,0.74,0.11,357989,15401,W,0.35041826908912305,0.025797972814508383,0.005212770357513741
118,0.19,0.22,-0.13,67.38,-94.0,-10.31,-14.26,-5.57,-2.29,-0.66,-0.04,0.74,0.11,358031,15443,W,0.176184936797067,0.017035344052739747,0.001908878233114913
119,0.19,0.22,-0.13,67.38,-94.0,-10.31,-12.65,-1.77,4.75,-0.66,-0.04,0.74,0.11,358072,15484,W,0.07758363952503046,0.010263224542787592,0.0003388538100420594
120,0.58,0.02,0.53,67.38,-94.0,-10.31,-12.65,-1.77,4.75,-0.66,-0.04,0.74,0.11,358115,15527,W,0.030004431613151097,0.005368923107491883,9.029900395929713e-05
121,0.41,0.19,0.26,67.38,-94.0,-10.31,-12.65,-1.77,4.75,-0.66,-0.04,0.74,0.11,358157,15569,W,0.010226423905551198,0.0027043183618884947,0.0003432200687862754
122,0.25,0.08,0.08,67.38,-94.0,-10.31,-12.65,-1.77,4.75,-0.66,-0.04,0.74,0.11,358199,15611,W,0.002883516973583096,0.0012841985824226586,0.0006350046971857613
123,0.25,0.08,0.08,67.38,-94.0,-10.31,-9.13,-2.77,1.19,-0.66,-0.04,0.74,0.11,358241,15653,W,0.000502358277072728,0.0006125689992229284,0.0004972470798714195
124,0.25,0.08,0.08,67.38,-94.0,-10.31,-9.39,-2.66,1.0,-0.66,-0.04,0.74,0.11,358282,15694,W,9.663833835373615e-05,0.0003785943414062003,0.00018474259082127263
125,0.25,0.08,0.08,67.38,-94.0,-10.31,-9.47,-2.73,0.62,-0.66,-0.04,0.74,0.11,358322,15734,W,0.0007922698122205289,0.00023927091286116364,4.0973795146686445e-05
126,0.25,0.08,0.08,95.94,-24.94,-23.88,-9.47,-2.73,0.62,-0.66,-0.04,0.74,0.11,358363,15775,W,0.0017405602207772406,0.00018099056540266665,1.4487380248184567e-05
127,-0.03,-0.18,0.23,95.94,-24.94,-23.88,-9.47,-2.73,0.62,-0.66,-0.04,0.74,0.11,358404,15816,W,0.002028608096106499,0.00017281879981369695,4.764313533250219e-05
128,-0.03,-0.13,0.18,95.94,-24.94,-23.88,-9.47,-2.73,0.62,-0.66,-0.04,0.74,0.11,358446,15858,W,0.001454528293205313,0.0001653887926156781,6.794264920192209e-05
129,-0.03,-0.13,0.18,95.94,-24.94,-23.88,-9.51,-2.04,1.42,-0.66,-0.04,0.74,0.11,358489,15901,W,0.0008318803222084123,0.00016111660454420337,0.00010342046105273438
130,-0.03,-0.13,0.18,95.94,-24.94,-23.88,-9.51,-2.08,1.35,-0.66,-0.04,0.74,0.11,358531,15943,W,0.0005694485792982432,6.799803796008125e-05,0.0004960787606727452
131,-0.03,-0.13,0.18,95.94,-24.94,-23.88,-9.55,-2.0,1.38,-0.66,-0.04,0.74,0.11,358572,15984,W,0.0024005401463989186,0.0005979577451125076,0.0027145883250473827
132,-0.06,-0.01,0.11,95.94,-24.94,-23.88,-9.55,-2.0,1.38,-0.66,-0.04,0.74,0.11,358614,16026,W,0.023716656924509017,0.0023969007192806667,0.006457008814289953
133,-0.06,-0.01,0.11,95.94,-24.94,-23.88,-9.55,-2.08,1.27,-0.66,-0.04,0.74,0.11,358658,16070,W,0.11449994120276849,0.005911063438855518,0.012781103688580153
134,-0.06,-0.25,0.41,95.94,-24.94,-23.88,-9.55,-2.08,1.27,-0.66,-0.04,0.74,0.11,358699,16111,W,0.3536653588837883,0.010335722834937394,0.021207524636145957
135,-0.06,-0.25,0.41,95.94,-24.94,-23.88,-9.55,-1.93,1.35,-0.66,-0.04,0.74,0.11,358740,16152,W,0.8130146071392356,0.015378263778210577,0.027559023137598768
136,-0.06,-0.25,0.41,95.94,-24.94,-23.88,-10.05,-2.08,1.54,-0.66,-0.04,0.74,0.11,358782,16194,W,1.5452832510814218,0.019659510945658046,0.031788217229204455
137,-0.06,-0.25,0.41,95.94,-24.94,-23.88,-10.16,-2.23,2.15,-0.66,-0.04,0.74,0.11,358825,16237,W,2.573775064587072,0.026553222096545377,0.040469058424117674
138,-0.06,-0.25,0.41,97.31,-38.25,-29.06,-10.16,-2.23,2.15,-0.66,-0.04,0.74,0.11,358868,16280,W,3.852979144904511,0.04306605025234125,0.057736651411902554
139,0.47,-1.06,4.2,97.31,-38.25,-29.06,-10.16,-2.23,2.15,-0.66,-0.04,0.74,0.11,358910,16322,W,5.268117921868407,0.0737911545548495,0.08812040293135164
140,0.44,-1.24,5.47,97.31,-38.25,-29.06,-10.16,-2.23,2.15,-0.66,-0.04,0.74,0.11,358952,16364,W,6.651719853544552,0.11742995313135149,0.13412251797081337
141,0.44,-1.24,5.47,97.31,-38.25,-29.06,-15.14,3.63,2.3,-0.66,-0.04,0.74,0.11,358995,16407,W,7.804622934422136,0.16762071840004128,0.18237822179050378
142,0.44,-1.24,5.47,97.31,-38.25,-29.06,-4.91,-8.29,-1.61,-0.66,-0.04,0.74,0.11,359036,16448,W,8.523984977155175,0.20996701209881216,0.22892202417843888
