,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,SensorTime,Time,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,SensorTime,Time,Label
119,-1.74,0.28,-3.02,-29.94,-0.81,-7.25,-4.86,-14.64,0.81,0.09,0.6,-0.73,0.31,366476,9688,-0.01,-0.55,0.47,16.63,-111.25,-31.94,-9.55,-3.15,0.16,-0.71,0.01,0.67,0.24,571899,6159,W
120,0.12,-0.39,0.57,-29.94,-0.81,-7.25,-4.86,-14.64,0.81,0.09,0.6,-0.73,0.31,366491,9703,0.23,-1.6,2.52,16.63,-111.25,-31.94,-9.55,-3.15,0.16,-0.71,0.01,0.67,0.24,571941,6201,W
121,0.12,-0.39,0.57,-29.94,-0.81,-7.25,-3.95,-5.79,0.35,0.09,0.6,-0.73,0.31,366510,9722,0.23,-1.6,2.52,16.63,-111.25,-31.94,-13.3,-3.04,1.08,-0.71,0.01,0.67,0.24,571983,6243,W
122,-0.63,-0.36,0.01,-29.94,-0.81,-7.25,-3.95,-5.79,0.35,0.09,0.6,-0.73,0.31,366534,9746,0.23,-1.6,2.52,16.63,-111.25,-31.94,-14.11,-2.16,1.23,-0.71,0.01,0.67,0.24,572026,6286,W
123,-0.63,-0.36,0.01,-29.94,-0.81,-7.25,-4.59,-5.56,0.77,0.09,0.6,-0.73,0.31,366555,9767,0.23,-1.6,2.52,16.63,-111.25,-31.94,-6.75,-12.35,-3.14,-0.71,0.01,0.67,0.24,572066,6326,W
124,-0.63,-0.36,0.01,-29.94,-0.81,-7.25,-4.9,-5.37,1.43,0.09,0.6,-0.73,0.31,366570,9782,-0.2,0.49,0.16,16.63,-111.25,-31.94,-6.75,-12.35,-3.14,-0.71,0.01,0.67,0.24,572109,6369,W
125,-1.04,-1.02,-0.35,-29.94,-0.81,-7.25,-4.9,-5.37,1.43,0.09,0.6,-0.73,0.31,366587,9799,-0.2,0.49,0.16,16.63,-111.25,-31.94,-7.06,-7.52,2.65,-0.71,0.01,0.67,0.24,572153,6413,W
126,-1.04,-1.02,-0.35,-29.94,-0.81,-7.25,-4.79,-6.02,2,0.09,0.6,-0.73,0.31,367710,10922,0.12,0.47,-2.43,16.63,-111.25,-31.94,-7.06,-7.52,2.65,-0.71,0.01,0.67,0.24,572195,6455,W
127,-1.41,-0.81,-0.73,-29.94,-0.81,-7.25,-4.79,-6.02,2,0.09,0.6,-0.73,0.31,367735,10947,0.12,0.47,-2.43,16.63,-111.25,-31.94,-9.51,-3.34,1.42,-0.71,0.01,0.67,0.24,572236,6496,W
128,-1.41,-0.81,-0.73,-29.94,-0.81,-7.25,-3.87,-8.13,0.5,0.09,0.6,-0.73,0.31,367750,10962,0.12,0.47,-2.43,16.63,-111.25,-31.94,-13.03,-2.04,3.07,-0.71,0.01,0.67,0.24,572278,6538,W
129,0.96,-0.41,1.32,-29.94,-0.81,-7.25,-3.87,-8.13,0.5,0.09,0.6,-0.73,0.31,367765,10977,0.12,0.47,-2.43,16.63,-111.25,-31.94,-13.41,0.48,2.95,-0.71,0.01,0.67,0.24,572320,6580,W
130,0.96,-0.41,1.32,-29.94,-0.81,-7.25,-3.87,-8.13,0.5,-0.4,0.48,-0.19,0.76,368014,11226,0.12,0.47,-2.43,44.5,-132.63,7.69,-13.41,0.48,2.95,-0.71,0.01,0.67,0.24,572362,6622,W
131,0.96,-0.41,1.32,-29.94,-0.81,-7.25,-6.51,-8.13,2.04,-0.4,0.48,-0.19,0.76,368037,11249,-0.8,0.31,-1.77,44.5,-132.63,7.69,-13.41,0.48,2.95,-0.71,0.01,0.67,0.24,572403,6663,W
132,0.96,-0.41,1.32,-29.94,-0.81,-7.25,-6.93,-6.17,4.83,-0.4,0.48,-0.19,0.76,368051,11263,-1.1,0.45,-1.42,44.5,-132.63,7.69,-13.41,0.48,2.95,-0.71,0.01,0.67,0.24,572445,6705,W
133,0.96,-0.41,1.32,-29.94,-0.81,-7.25,-7.36,-6.44,5.14,-0.4,0.48,-0.19,0.76,368065,11277,-1.1,0.45,-1.42,44.5,-132.63,7.69,-9.63,-1.66,2.92,-0.71,0.01,0.67,0.24,572486,6746,W
134,0.14,-0.77,0.37,-29.94,-0.81,-7.25,-7.36,-6.44,5.14,-0.4,0.48,-0.19,0.76,368300,11512,-1.1,0.45,-1.42,44.5,-132.63,7.69,-10.05,-1.66,2.76,-0.71,0.01,0.67,0.24,572527,6787,W
135,0.14,-0.77,0.37,-29.94,-0.81,-7.25,-7.28,-6.52,5.75,-0.4,0.48,-0.19,0.76,368324,11536,-1.1,0.45,-1.42,44.5,-132.63,7.69,-10.27,0.52,3.8,-0.71,0.01,0.67,0.24,572568,6828,W
136,0.14,-0.77,0.37,-29.94,-0.81,-7.25,-6.59,-6.29,5.45,-0.4,0.48,-0.19,0.76,368348,11560,-1.1,0.45,-1.42,106.38,-105.44,22,-10.27,0.52,3.8,-0.71,0.01,0.67,0.24,572608,6868,W
137,0.14,-0.77,0.37,-29.94,-0.81,-7.25,-6.39,-6.02,5.45,-0.4,0.48,-0.19,0.76,368367,11579,-1.1,0.45,-1.42,106.38,-105.44,22,-11.16,4.32,6.25,-0.71,0.01,0.67,0.24,572652,6912,W
138,-0.12,-0.04,-0.03,-29.94,-0.81,-7.25,-6.39,-6.02,5.45,-0.4,0.48,-0.19,0.76,368386,11598,0.54,-0.34,1.58,106.38,-105.44,22,-11.16,4.32,6.25,-0.71,0.01,0.67,0.24,572694,6954,W
139,-0.12,-0.04,-0.03,-29.94,-0.81,-7.25,-6.55,-5.94,5.25,-0.4,0.48,-0.19,0.76,368404,11616,0.54,-0.34,1.58,106.38,-105.44,22,-12.92,-3.15,0.2,-0.71,0.01,0.67,0.24,572736,6996,W
140,-0.12,-0.04,-0.03,-29.94,-0.81,-7.25,-6.43,-5.6,4.87,-0.4,0.48,-0.19,0.76,368420,11632,0.54,-0.34,1.58,106.38,-105.44,22,-9.97,-3.23,0.89,-0.71,0.01,0.67,0.24,572778,7038,W
141,-0.15,-0.02,-0.12,-29.94,-0.81,-7.25,-6.43,-5.6,4.87,-0.4,0.48,-0.19,0.76,368537,11749,0.54,-0.34,1.58,106.38,-105.44,22,-9.13,-3.5,0.31,-0.71,0.01,0.67,0.24,572820,7080,W
142,-0.15,-0.02,-0.12,-29.94,-0.81,-7.25,-6.05,-5.63,5.1,-0.4,0.48,-0.19,0.76,368576,11788,0.54,-0.34,1.58,96.31,-120.81,34.63,-9.13,-3.5,0.31,-0.71,0.01,0.67,0.24,572861,7121,W
143,-0.15,-0.02,-0.12,-29.94,-0.81,-7.25,-6.47,-6.02,5.22,-0.4,0.48,-0.19,0.76,368603,11815,0.54,-0.34,1.58,96.31,-120.81,34.63,-9.55,-3.15,0.35,-0.71,0.01,0.67,0.24,572904,7164,W
144,-0.15,-0.02,-0.12,-29.94,-0.81,-7.25,-6.39,-6.09,5.37,-0.4,0.48,-0.19,0.76,368618,11830,-0.01,0.04,0.12,96.31,-120.81,34.63,-9.55,-3.15,0.35,-0.71,0.01,0.67,0.24,572945,7205,W
145,0,0.46,-0.07,-29.94,-0.81,-7.25,-6.39,-6.09,5.37,-0.4,0.48,-0.19,0.76,368639,11851,-0.01,0.04,0.12,96.31,-120.81,34.63,-9.32,-3.11,0.27,-0.71,0.01,0.67,0.24,572986,7246,W
146,0,0.46,-0.07,-29.94,-0.81,-7.25,-6.7,-6.52,5.52,-0.4,0.48,-0.19,0.76,368654,11866,-0.01,0.04,0.12,96.31,-120.81,34.63,-9.32,-3.11,0.35,-0.71,0.01,0.67,0.24,573027,7287,W
147,0,0.46,-0.07,-29.94,-0.81,-7.25,-7.55,-7.36,5.64,-0.4,0.48,-0.19,0.76,368668,11880,-0.01,0.04,0.12,96.31,-120.81,34.63,-9.24,-3.04,0.43,-0.71,0.01,0.67,0.24,573068,7328,W
148,0.03,0.81,-0.09,-29.94,-0.81,-7.25,-7.55,-7.36,5.64,-0.4,0.48,-0.19,0.76,368683,11895,-0.01,0.04,0.12,102.44,-121.56,23.25,-9.24,-3.04,0.43,-0.71,0.01,0.67,0.24,573107,7367,W
149,0.03,0.81,-0.09,-29.94,-0.81,-7.25,-8.31,-7.78,5.14,-0.4,0.48,-0.19,0.76,368698,11910,-0.01,0.04,0.12,102.44,-121.56,23.25,-9.36,-3,0.31,-0.71,0.01,0.67,0.24,573150,7410,W
150,0.15,0.35,0.15,-29.94,-0.81,-7.25,-8.31,-7.78,5.14,-0.4,0.48,-0.19,0.76,368712,11924,-0.08,-0.04,0.11,102.44,-121.56,23.25,-9.36,-3,0.31,-0.71,0.01,0.67,0.24,573192,7452,W
151,0.15,0.35,0.15,-29.94,-0.81,-7.25,-8.31,-7.78,5.14,-0.31,0.44,-0.07,0.84,368727,11939,-0.08,-0.04,0.11,102.44,-121.56,23.25,-9.39,-3.08,0.16,-0.71,0.01,0.67,0.24,573234,7494,W
152,0.15,0.35,0.15,-2.12,12.94,-53.44,-8.31,-7.78,5.14,-0.31,0.44,-0.07,0.84,368741,11953,-0.08,-0.04,0.11,102.44,-121.56,23.25,-9.47,-3.19,0.12,-0.71,0.01,0.67,0.24,573277,7537,W
153,0.15,0.35,0.15,-2.12,12.94,-53.44,-8.96,-7.55,5.48,-0.31,0.44,-0.07,0.84,369026,12238,-0.08,-0.04,0.11,102.44,-121.56,23.25,-9.93,-3.19,-0.15,-0.71,0.01,0.67,0.24,573319,7579,W
154,0.2,0.55,0.22,-2.12,12.94,-53.44,-8.96,-7.55,5.48,-0.31,0.44,-0.07,0.84,369052,12264,-0.08,-0.04,0.11,99.5,-125.19,19.13,-9.93,-3.19,-0.15,-0.71,0.01,0.67,0.24,573361,7621,W
155,0.2,0.55,0.22,-2.12,12.94,-53.44,-8.16,-4.56,3.42,-0.31,0.44,-0.07,0.84,369068,12280,-0.08,-0.04,0.11,99.5,-125.19,19.13,-13.57,-4.95,0.7,-0.71,0.01,0.67,0.24,573404,7664,W
156,0.41,-0.28,1.64,-2.12,12.94,-53.44,-8.16,-4.56,3.42,-0.31,0.44,-0.07,0.84,369090,12302,0.16,-2.68,6,99.5,-125.19,19.13,-13.57,-4.95,0.7,-0.71,0.01,0.67,0.24,573447,7707,W
157,0.41,-0.28,1.64,-2.12,12.94,-53.44,-7.12,-3.53,3.26,-0.31,0.44,-0.07,0.84,369105,12317,0.16,-2.68,6,99.5,-125.19,19.13,-8.74,-15.14,-5.78,-0.71,0.01,0.67,0.24,573488,7748,W
158,0.41,-0.28,1.64,-2.12,12.94,-53.44,-6.2,-2.42,3.23,-0.31,0.44,-0.07,0.84,369123,12335,0.16,-2.68,6,99.5,-125.19,19.13,-6.68,-8.67,-0.68,-0.71,0.01,0.67,0.24,573530,7790,W
159,0.24,-0.21,1.55,-2.12,12.94,-53.44,-6.2,-2.42,3.23,-0.31,0.44,-0.07,0.84,369152,12364,0.16,-2.68,6,99.5,-125.19,19.13,-3.57,-8.32,-2.14,-0.71,0.01,0.67,0.24,573572,7832,W
160,0.24,-0.21,1.55,-2.12,12.94,-53.44,-5.59,-1.3,2.92,-0.31,0.44,-0.07,0.84,369179,12391,0.16,-2.68,6,99.5,-125.19,19.13,-5.6,-5.64,-2.02,-0.71,0.01,0.67,0.24,573612,7872,W
161,0.05,-0.36,1.39,-2.12,12.94,-53.44,-5.59,-1.3,2.92,-0.31,0.44,-0.07,0.84,369195,12407,0.85,1.3,-3.48,99.5,-125.19,19.13,-5.6,-5.64,-2.02,-0.71,0.01,0.67,0.24,573655,7915,W
162,0.05,-0.36,1.39,-2.12,12.94,-53.44,-5.02,-0.46,2.88,-0.31,0.44,-0.07,0.84,369210,12422,0.5,1.11,-3.55,99.5,-125.19,19.13,-5.6,-5.64,-2.02,-0.71,0.01,0.67,0.24,573696,7956,W
163,-0.01,-0.72,1.34,-2.12,12.94,-53.44,-5.02,-0.46,2.88,-0.31,0.44,-0.07,0.84,369223,12435,0.5,1.11,-3.55,99.5,-125.19,19.13,-14.76,1.14,0.89,-0.71,0.01,0.67,0.24,573737,7997,W
164,-0.01,-0.72,1.34,-2.12,12.94,-53.44,-5.02,-0.46,2.88,-0.13,0.5,0.1,0.85,369238,12450,0.5,1.11,-3.55,99.5,-125.19,19.13,-14.26,1.79,1.5,-0.71,0.01,0.67,0.24,573778,8038,W
165,-0.01,-0.72,1.34,-2.12,12.94,-53.44,-4.33,-0.04,2.73,-0.13,0.5,0.1,0.85,369252,12464,0.5,1.11,-3.55,99.5,-125.19,19.13,-14.14,1.75,4.56,-0.71,0.01,0.67,0.24,573820,8080,W
166,-0.01,-0.72,1.34,-2.12,12.94,-53.44,-4.44,0.46,2.92,-0.13,0.5,0.1,0.85,369942,13154,0.5,1.11,-3.55,99.5,-125.19,19.13,-12.69,2.55,4.79,-0.71,0.01,0.67,0.24,573859,8119,W
167,-0.13,-0.72,1.28,-2.12,12.94,-53.44,-4.44,0.46,2.92,-0.13,0.5,0.1,0.85,369973,13185,0.5,1.11,-3.55,99.5,-125.19,19.13,-11.16,3.36,3.8,-0.71,0.01,0.67,0.24,573902,8162,W
168,-0.13,-0.72,1.28,-2.12,12.94,-53.44,-8.39,0.69,4.45,-0.13,0.5,0.1,0.85,370012,13224,1.2,-1.2,1.26,99.5,-125.19,19.13,-11.16,3.36,3.8,-0.71,0.01,0.67,0.24,573944,8204,W
169,-0.13,-0.72,1.28,-2.12,12.94,-53.44,-8.31,0.57,4.37,-0.13,0.5,0.1,0.85,370030,13242,1.2,-1.2,1.26,99.5,-125.19,19.13,-11.43,-1.05,6.59,-0.71,0.01,0.67,0.24,573984,8244,W
170,-1.34,-0.09,0.96,-2.12,12.94,-53.44,-8.31,0.57,4.37,-0.13,0.5,0.1,0.85,370054,13266,1.2,-1.2,1.26,99.5,-125.19,19.13,-12.84,-5.18,-0.61,-0.71,0.01,0.67,0.24,574026,8286,W
171,-1.34,-0.09,0.96,-2.12,12.94,-53.44,-7.89,0.3,4.8,-0.13,0.5,0.1,0.85,370072,13284,1.2,-1.2,1.26,99.5,-125.19,19.13,-11.08,-2.81,2.15,-0.71,0.01,0.67,0.24,574067,8327,W
172,-1.21,-0.17,0.86,-2.12,12.94,-53.44,-7.89,0.3,4.8,-0.13,0.5,0.1,0.85,370091,13303,0.53,-0.22,0.27,99.5,-125.19,19.13,-11.08,-2.81,2.15,-0.71,0.01,0.67,0.24,574108,8368,W
173,-1.21,-0.17,0.86,-2.12,12.94,-53.44,-8.08,0.07,5.25,-0.13,0.5,0.1,0.85,370104,13316,0.53,-0.22,0.27,99.5,-125.19,19.13,-9.59,-3.04,1.19,-0.71,0.01,0.67,0.24,574151,8411,W
174,-1.05,-0.15,0.76,-2.12,12.94,-53.44,-8.08,0.07,5.25,-0.13,0.5,0.1,0.85,370118,13330,0.15,-0.16,0.2,99.5,-125.19,19.13,-9.59,-3.04,1.19,-0.71,0.01,0.67,0.24,574193,8453,W
175,-1.05,-0.15,0.76,-2.12,12.94,-53.44,-8.08,0.07,5.25,-0.29,0.33,0.57,0.69,370132,13344,0.15,-0.16,0.2,99.5,-125.19,19.13,-9.24,-3.04,0.85,-0.71,0.01,0.67,0.24,574234,8494,W
176,-1.05,-0.15,0.76,-2.12,12.94,-53.44,-8.43,-0.16,5.68,-0.29,0.33,0.57,0.69,370146,13358,0.15,-0.16,0.2,99.5,-125.19,19.13,-9.36,-3.04,0.54,-0.71,0.01,0.67,0.24,574276,8536,W
177,-1.05,-0.15,0.76,-2.12,12.94,-53.44,-8.08,-0.2,5.83,-0.29,0.33,0.57,0.69,370161,13373,0.15,-0.16,0.2,99.5,-125.19,19.13,-9.36,-2.89,0.7,-0.71,0.01,0.67,0.24,574316,8576,W
178,-0.78,-0.14,0.65,-2.12,12.94,-53.44,-8.08,-0.2,5.83,-0.29,0.33,0.57,0.69,370175,13387,0.15,-0.16,0.2,146.44,-96.75,32.75,-9.36,-2.89,0.7,-0.71,0.01,0.67,0.24,574356,8616,W
179,-0.78,-0.14,0.65,-2.12,12.94,-53.44,-8.08,-0.2,5.83,-0.29,0.32,0.6,0.68,370190,13402,0.15,-0.16,0.2,146.44,-96.75,32.75,-9.39,-2.81,0.73,-0.71,0.01,0.67,0.24,574398,8658,W
180,-0.78,-0.14,0.65,-2.12,12.94,-53.44,-7.39,-0.16,5.71,-0.29,0.32,0.6,0.68,370257,13469,-0.06,0.03,0.06,146.44,-96.75,32.75,-9.39,-2.81,0.73,-0.71,0.01,0.67,0.24,574439,8699,W
181,-0.48,-0.2,0.63,-2.12,12.94,-53.44,-7.39,-0.16,5.71,-0.29,0.32,0.6,0.68,370274,13486,-0.06,0.03,0.06,146.44,-96.75,32.75,-9.43,-2.81,0.62,-0.71,0.01,0.67,0.24,574480,8740,W
182,-0.32,-0.59,0.14,-2.12,12.94,-53.44,-7.39,-0.16,5.71,-0.29,0.32,0.6,0.68,370289,13501,-0.06,0.03,0.06,146.44,-96.75,32.75,-9.39,-2.85,0.58,-0.71,0.01,0.67,0.24,574523,8783,W
183,-0.32,-0.59,0.14,-2.12,12.94,-53.44,-8.39,-0.43,7.63,-0.29,0.32,0.6,0.68,370303,13515,-0.06,0.03,0.06,146.44,-96.75,32.75,-9.51,-2.89,0.43,-0.71,0.01,0.67,0.24,574563,8823,W
184,-0.32,-0.59,0.14,-2.12,12.94,-53.44,-6.17,-0.58,6.82,-0.29,0.32,0.6,0.68,370434,13646,-0.08,-0.21,0.44,146.44,-96.75,32.75,-9.51,-2.89,0.43,-0.71,0.01,0.67,0.24,574604,8864,W
185,-0.19,0.13,0.27,-2.12,12.94,-53.44,-6.17,-0.58,6.82,-0.29,0.32,0.6,0.68,370463,13675,-0.08,-0.21,0.44,146.44,-96.75,32.75,-9.82,-3.04,0.2,-0.71,0.01,0.67,0.24,574646,8906,W
186,-0.19,0.13,0.27,-2.12,12.94,-53.44,-5.13,-0.5,5.83,-0.29,0.32,0.6,0.68,370481,13693,0.36,-1.29,1.97,146.44,-96.75,32.75,-9.82,-3.04,0.2,-0.71,0.01,0.67,0.24,574687,8947,W
187,-0.54,0.4,-0.51,-2.12,12.94,-53.44,-5.13,-0.5,5.83,-0.29,0.32,0.6,0.68,370503,13715,0.36,-1.29,1.97,146.44,-96.75,32.75,-13,-3.84,1.31,-0.71,0.01,0.67,0.24,574728,8988,W
188,-0.54,0.4,-0.51,-2.12,12.94,-53.44,-4.48,-0.5,4.76,-0.29,0.32,0.6,0.68,370515,13727,0.36,-1.29,1.97,146.44,-96.75,32.75,-16.82,-4.23,0.5,-0.71,0.01,0.67,0.24,574769,9029,W
189,-1.06,0.64,-1.18,-2.12,12.94,-53.44,-4.48,-0.5,4.76,-0.29,0.32,0.6,0.68,370529,13741,0.36,-1.29,1.97,119.75,-140.63,10,-16.82,-4.23,0.5,-0.71,0.01,0.67,0.24,574811,9071,W
190,-1.06,0.64,-1.18,-2.12,12.94,-53.44,-4.48,-0.5,4.76,-0.33,0.27,0.62,0.66,370544,13756,0.11,-0.46,-0.2,119.75,-140.63,10,-16.82,-4.23,0.5,-0.71,0.01,0.67,0.24,574853,9113,W
191,-1.06,0.64,-1.18,-2.12,12.94,-53.44,-4.06,-1.19,4.26,-0.33,0.27,0.62,0.66,370558,13770,-0.03,-0.08,1.04,92,-84.31,-14.38,-11.5,0.37,1.77,-0.71,0.01,0.67,0.24,582793,10366,T
192,-1.71,1.34,-1.81,-2.12,12.94,-53.44,-4.06,-1.19,4.26,-0.33,0.27,0.62,0.66,370573,13785,-0.03,-0.08,1.04,92,-84.31,-14.38,-6.83,-3.3,3.18,-0.71,0.01,0.67,0.24,582834,11490,T
193,-1.71,1.34,-1.81,-2.12,12.94,-53.44,-4.06,-1.19,4.26,-0.38,0.25,0.6,0.66,370592,13804,-0.03,-0.08,1.04,92,-84.31,-14.38,-12.77,-5.95,-3.14,-0.71,0.01,0.67,0.24,582875,12614,T
194,-1.71,1.34,-1.81,-2.12,12.94,-53.44,-4.79,-4.1,3.53,-0.38,0.25,0.6,0.66,370608,13820,-0.03,-0.08,1.04,92,-84.31,-14.38,-12.88,-2.92,0.93,-0.71,0.01,0.67,0.24,582918,13738,T
