,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,SensorTime,Time,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,SensorTime,Time,Label
544,0.02,-0.08,-0.03,-1.94,-29.44,23.19,-4.79,-7.67,3.15,-0.45,0.37,-0.09,0.81,279082,18429,0,0.04,-0.04,-27.88,-63.94,-5.13,-9.43,-2.77,0.08,0.43,0.52,-0.63,0.38,490523,20350,T
545,0.02,-0.08,-0.03,-1.94,-29.44,23.19,-5.21,-7.75,3.34,-0.45,0.37,-0.09,0.81,279098,18445,0,0.04,-0.04,-27.88,-63.94,-5.13,-9.39,-2.73,0.2,0.43,0.52,-0.63,0.38,490566,20393,T
546,0,-0.05,-0.03,-1.94,-29.44,23.19,-5.21,-7.75,3.34,-0.45,0.37,-0.09,0.81,279115,18462,0,0.04,-0.04,-27.88,-63.94,-5.13,-9.47,-2.81,0.04,0.43,0.52,-0.63,0.38,490606,20433,T
547,0,-0.05,-0.03,-1.94,-29.44,23.19,-5.21,-7.75,3.34,-0.45,0.36,-0.09,0.81,279132,18479,0.09,-0.02,-0.05,-27.88,-63.94,-5.13,-9.47,-2.81,0.04,0.43,0.52,-0.63,0.38,490647,20474,T
548,0,-0.05,-0.03,-1.94,-29.44,23.19,-5.1,-7.63,3.15,-0.45,0.36,-0.09,0.81,279148,18495,0.09,-0.02,-0.05,-27.88,-63.94,-5.13,-9.47,-2.73,0.16,0.43,0.52,-0.63,0.38,490690,20517,T
549,-0.04,-0.01,-0.02,-1.94,-29.44,23.19,-5.1,-7.63,3.15,-0.45,0.36,-0.09,0.81,279164,18511,-0.1,0.01,-0.16,-27.88,-63.94,-5.13,-9.47,-2.73,0.16,0.43,0.52,-0.63,0.38,490732,20559,T
550,-0.04,-0.01,-0.02,-1.94,-29.44,23.19,-5.1,-7.63,3.15,-0.45,0.36,-0.09,0.81,279191,18538,-0.1,0.01,-0.16,-27.88,-63.94,-5.13,-9.7,-2.81,0.04,0.43,0.52,-0.63,0.38,490774,20601,T
551,-0.04,-0.01,-0.02,-1.94,-29.44,23.19,-5.06,-7.52,2.92,-0.45,0.36,-0.09,0.81,279210,18557,-0.1,0.01,-0.16,-27.88,-63.94,-5.13,-9.16,-3.11,0.04,0.43,0.52,-0.63,0.38,490816,20643,T
552,-0.07,0.13,-0.04,-1.94,-29.44,23.19,-5.06,-7.52,2.92,-0.45,0.36,-0.09,0.81,279228,18575,-0.1,0.01,-0.16,-27.88,-63.94,-5.13,-9.24,-3.19,0,0.43,0.52,-0.63,0.38,490856,20683,T
553,-0.07,0.13,-0.04,-1.94,-29.44,23.19,-5.06,-7.48,3.07,-0.45,0.36,-0.09,0.81,279245,18592,0.02,-0.12,-0.27,-27.88,-63.94,-5.13,-9.24,-3.19,0,0.43,0.52,-0.63,0.38,490897,20724,T
554,-0.07,0.13,-0.04,-1.94,-29.44,23.19,-5.06,-7.59,3.11,-0.45,0.36,-0.09,0.81,279264,18611,0.02,-0.12,-0.27,-27.88,-63.94,-5.13,-9.7,-3.88,-0.88,0.43,0.52,-0.63,0.38,490940,20767,T
555,-0.08,0.26,-0.04,-1.94,-29.44,23.19,-5.06,-7.59,3.11,-0.45,0.36,-0.09,0.81,279281,18628,3.28,1.1,-0.17,-27.88,-63.94,-5.13,-9.7,-3.88,-0.88,0.43,0.52,-0.63,0.38,490982,20809,T
556,-0.08,0.26,-0.04,-1.94,-29.44,23.19,-5.1,-7.82,3.23,-0.45,0.36,-0.09,0.81,279298,18645,3.28,1.1,-0.17,-27.88,-63.94,-5.13,-10.73,-4.23,-6.51,0.43,0.52,-0.63,0.38,491024,20851,T
557,-0.07,0.11,-0.05,-1.94,-29.44,23.19,-5.1,-7.82,3.23,-0.45,0.36,-0.09,0.81,279316,18663,3.28,1.1,-0.17,-27.88,-63.94,-5.13,-10.54,-0.55,-2.14,0.43,0.52,-0.63,0.38,491067,20894,T
558,-0.07,0.11,-0.05,-1.94,-29.44,23.19,-5.1,-7.82,3.23,-0.45,0.37,-0.1,0.81,279333,18680,3.28,1.1,-0.17,-27.88,-63.94,-5.13,-10.35,-1.28,-1.03,0.43,0.52,-0.63,0.38,491109,20936,T
559,-0.07,0.11,-0.05,-1.94,-29.44,23.19,-5.06,-8.02,3.07,-0.45,0.37,-0.1,0.81,279366,18713,3.28,1.1,-0.17,-8.06,-95.75,-14.56,-10.35,-1.28,-1.03,0.43,0.52,-0.63,0.38,491150,20977,T
560,-0.04,0.24,0,-1.94,-29.44,23.19,-5.06,-8.02,3.07,-0.45,0.37,-0.1,0.81,279386,18733,3.28,1.1,-0.17,-8.06,-95.75,-14.56,-9.32,-2.2,2.3,0.43,0.52,-0.63,0.38,491193,21020,T
561,-0.04,0.24,0,-1.94,-29.44,23.19,-5.21,-8.02,2.77,-0.45,0.37,-0.1,0.81,279401,18748,3.28,1.1,-0.17,-27.88,-63.94,-5.13,-9.7,-3.88,-0.88,0.43,0.52,-0.63,0.38,490982,20809,T
562,0.03,0.2,0.02,-1.94,-29.44,23.19,-5.21,-8.02,2.77,-0.45,0.37,-0.1,0.81,279418,18765,3.28,1.1,-0.17,-27.88,-63.94,-5.13,-10.73,-4.23,-6.51,0.43,0.52,-0.63,0.38,491024,20851,T
563,0.03,0.2,0.02,-1.94,-29.44,23.19,-5.21,-8.02,2.77,-0.45,0.38,-0.1,0.8,279436,18783,3.28,1.1,-0.17,-27.88,-63.94,-5.13,-10.54,-0.55,-2.14,0.43,0.52,-0.63,0.38,491067,20894,T
564,0.03,0.2,0.02,-1.94,-29.44,23.19,-5.59,-8.97,3.04,-0.45,0.38,-0.1,0.8,279461,18808,3.28,1.1,-0.17,-27.88,-63.94,-5.13,-10.35,-1.28,-1.03,0.43,0.52,-0.63,0.38,491109,20936,T
565,0.17,0.37,0.16,-1.94,-29.44,23.19,-5.59,-8.97,3.04,-0.45,0.38,-0.1,0.8,279480,18827,3.28,1.1,-0.17,-8.06,-95.75,-14.56,-10.35,-1.28,-1.03,0.43,0.52,-0.63,0.38,491150,20977,T
566,0.17,0.37,0.16,-1.94,-29.44,23.19,-5.63,-9.01,2.73,-0.45,0.38,-0.1,0.8,279499,18846,3.28,1.1,-0.17,-8.06,-95.75,-14.56,-9.32,-2.2,2.3,0.43,0.52,-0.63,0.38,491193,21020,T
567,0.17,0.18,0.21,-1.94,-29.44,23.19,-5.63,-9.01,2.73,-0.45,0.38,-0.1,0.8,279517,18864,0.09,-0.02,-0.05,-27.88,-63.94,-5.13,-9.47,-2.81,0.04,0.43,0.52,-0.63,0.38,490647,20474,T
568,0.17,0.18,0.21,-1.94,-29.44,23.19,-5.63,-9.01,2.73,-0.44,0.39,-0.1,0.8,279533,18880,0.66,0.47,-0.35,-8.06,-95.75,-14.56,-9.32,-2.2,2.3,0.43,0.52,-0.63,0.38,491235,21062,W
569,0.17,0.18,0.21,-1.94,-29.44,23.19,-6.17,-8.89,3.46,-0.44,0.39,-0.1,0.8,279547,18894,0.66,0.47,-0.35,-8.06,-95.75,-14.56,-9.93,-0.7,3.45,0.43,0.52,-0.63,0.38,491276,21103,W
570,0.1,0.25,0.25,-1.94,-29.44,23.19,-6.17,-8.89,3.46,-0.44,0.39,-0.1,0.8,279567,18914,0.66,0.47,-0.35,-8.06,-95.75,-14.56,-8.66,-1.62,4.11,0.43,0.52,-0.63,0.38,491317,21144,W
571,0.1,0.25,0.25,-1.94,-29.44,23.19,-6.17,-8.89,3.46,-0.44,0.4,-0.1,0.8,279586,18933,0.66,0.47,-0.35,17.44,-100.94,-20.56,-11.31,3.93,9.05,0.43,0.52,-0.63,0.38,491397,21224,W
572,0.1,0.25,0.25,-1.94,-29.44,23.19,-6.59,-8.93,3.42,-0.44,0.4,-0.1,0.8,279603,18950,0.66,0.47,-0.35,17.44,-100.94,-20.56,-9.36,-2.92,0.54,0.43,0.52,-0.63,0.38,491439,21266,W
573,0.1,0.25,0.25,-1.94,-29.44,23.19,-6.55,-9.2,3.73,-0.44,0.4,-0.1,0.8,279621,18968,0.14,0.09,-0.02,17.44,-100.94,-20.56,-9.36,-2.92,0.54,0.43,0.52,-0.63,0.38,491481,21308,W
574,0.1,0.25,0.25,-6.19,-29.06,22.81,-6.55,-9.2,3.73,-0.44,0.4,-0.1,0.8,279637,18984,0.14,0.09,-0.02,17.44,-100.94,-20.56,-9.24,-3.08,0.04,0.43,0.52,-0.63,0.38,491523,21350,W
575,0.1,0.25,0.25,-6.19,-29.06,22.81,-6.93,-9.74,3.8,-0.44,0.4,-0.1,0.8,279656,19003,0.14,0.09,-0.02,17.44,-100.94,-20.56,-9.43,-3.19,-0.23,0.43,0.52,-0.63,0.38,491565,21392,W
576,0.28,-0.05,0.42,-6.19,-29.06,22.81,-6.93,-9.74,3.8,-0.44,0.4,-0.1,0.8,279680,19027,0.14,0.09,-0.02,17.44,-100.94,-20.56,-9.16,-3.11,0.08,0.43,0.52,-0.63,0.38,491606,21433,W
577,0.28,-0.05,0.42,-6.19,-29.06,22.81,-7.2,-10.43,3.88,-0.44,0.4,-0.1,0.8,279695,19042,0.07,0.02,-0.02,17.44,-100.94,-20.56,-9.16,-3.11,0.08,0.43,0.52,-0.63,0.38,491646,21473,W
578,0.28,-0.05,0.42,-6.19,-29.06,22.81,-7.24,-10.58,3.84,-0.44,0.4,-0.1,0.8,279714,19061,0.07,0.02,-0.02,17.44,-100.94,-20.56,-9.13,-3.11,0.2,0.43,0.52,-0.63,0.38,491689,21516,W
579,0.5,-0.12,0.68,-6.19,-29.06,22.81,-7.24,-10.58,3.84,-0.44,0.4,-0.1,0.8,279732,19079,0.14,0.18,0.02,17.44,-100.94,-20.56,-9.13,-3.11,0.2,0.43,0.52,-0.63,0.38,491731,21558,W
580,0.5,-0.12,0.68,-6.19,-29.06,22.81,-7.05,-9.93,3.77,-0.44,0.4,-0.1,0.8,279749,19096,0.14,0.18,0.02,17.44,-100.94,-20.56,-9.32,-3.23,-0.15,0.43,0.52,-0.63,0.38,491773,21600,W
581,0.54,0.08,1.05,-6.19,-29.06,22.81,-7.05,-9.93,3.77,-0.44,0.4,-0.1,0.8,279765,19112,0.14,0.18,0.02,17.44,-100.94,-20.56,-9.28,-3.15,-0.07,0.43,0.52,-0.63,0.38,491815,21642,W
582,0.54,0.08,1.05,-6.19,-29.06,22.81,-7.05,-9.93,3.77,-0.39,0.42,-0.08,0.82,279787,19134,0.14,0.18,0.02,17.44,-100.94,-20.56,-9.28,-3.15,-0.03,0.43,0.52,-0.63,0.38,491854,21681,W
583,0.54,0.08,1.05,-6.19,-29.06,22.81,-7.86,-9.39,3.04,-0.39,0.42,-0.08,0.82,279801,19148,0.07,-0.08,0.12,17.44,-100.94,-20.56,-9.28,-3.15,-0.03,0.43,0.52,-0.63,0.38,491896,21723,W
584,0.68,-0.57,1.32,-6.19,-29.06,22.81,-7.86,-9.39,3.04,-0.39,0.42,-0.08,0.82,279818,19165,0.07,-0.08,0.12,17.44,-100.94,-20.56,-9.32,-3,0.04,0.43,0.52,-0.63,0.38,491939,21766,W
585,0.68,-0.57,1.32,-6.19,-29.06,22.81,-7.86,-9.39,3.04,-0.37,0.43,-0.06,0.83,279836,19183,0.03,-0.04,0.07,17.44,-100.94,-20.56,-9.32,-3,0.04,0.43,0.52,-0.63,0.38,491981,21808,W
586,0.68,-0.57,1.32,-6.19,-29.06,22.81,-7.86,-8.48,3.07,-0.37,0.43,-0.06,0.83,279855,19202,0.03,-0.04,0.07,17.44,-100.94,-20.56,-9.39,-3,0,0.43,0.52,-0.63,0.38,492024,21851,W
587,0.85,-0.36,1.42,-6.19,-29.06,22.81,-7.86,-8.48,3.07,-0.37,0.43,-0.06,0.83,279876,19223,0.03,-0.04,0.07,17.44,-100.94,-20.56,-9.39,-3,0,0.43,0.52,-0.63,0.38,492066,21893,W
588,0.85,-0.36,1.42,-6.19,-29.06,22.81,-7.2,-7.79,3.84,-0.37,0.43,-0.06,0.83,279888,19235,0.03,-0.04,0.07,17.44,-100.94,-20.56,-9.39,-2.96,-0.03,0.43,0.52,-0.63,0.38,492107,21934,W
589,0.85,-0.36,1.42,-6.19,-29.06,22.81,-7.36,-6.6,3.34,-0.37,0.43,-0.06,0.83,279943,19290,0.03,-0.04,0.07,24.81,-102.19,-33.88,-9.39,-2.96,-0.03,0.43,0.52,-0.63,0.38,492147,21974,W
590,0.89,-0.51,1.32,-6.19,-29.06,22.81,-7.36,-6.6,3.34,-0.37,0.43,-0.06,0.83,279968,19315,0.03,-0.04,0.07,24.81,-102.19,-33.88,-9.47,-2.85,0.08,0.43,0.52,-0.63,0.38,492191,22018,W
591,0.89,-0.51,1.32,-6.19,-29.06,22.81,-6.29,-4.45,3.65,-0.37,0.43,-0.06,0.83,280024,19371,-0.08,-0.32,0.46,24.81,-102.19,-33.88,-9.47,-2.85,0.08,0.43,0.52,-0.63,0.38,492233,22060,W
592,0.89,-0.51,1.32,-6.19,-29.06,22.81,-5.48,-3.23,3.46,-0.37,0.43,-0.06,0.83,280046,19393,-0.08,-0.32,0.46,24.81,-102.19,-33.88,-9.7,-3,0,0.43,0.52,-0.63,0.38,492275,22102,W
593,0.89,-0.51,1.32,-6.19,-29.06,22.81,-5.44,-2.69,3.27,-0.37,0.43,-0.06,0.83,280065,19412,-0.08,-0.32,0.46,24.81,-102.19,-33.88,-9.97,-2.92,0.23,0.43,0.52,-0.63,0.38,492317,22144,W
594,1.04,-0.69,1.18,-6.19,-29.06,22.81,-5.44,-2.69,3.27,-0.37,0.43,-0.06,0.83,280079,19426,-0.08,-0.32,0.46,24.81,-102.19,-33.88,-11.81,-3.61,0.16,0.43,0.52,-0.63,0.38,492359,22186,W
595,1.04,-0.69,1.18,-6.19,-29.06,22.81,-5.29,-2.31,2.84,-0.37,0.43,-0.06,0.83,281082,20429,-0.08,-0.32,0.46,5.5,-87.38,-14.63,-11.81,-3.61,0.16,0.43,0.52,-0.63,0.38,492401,22228,W
596,1.25,-1.2,0.99,-6.19,-29.06,22.81,-5.29,-2.31,2.84,-0.37,0.43,-0.06,0.83,282094,21441,-0.08,-0.32,0.46,5.5,-87.38,-14.63,-18.47,-3.3,0.7,0.43,0.52,-0.63,0.38,492444,22271,W
597,1.25,-1.2,0.99,-6.19,-29.06,22.81,-7.24,-0.28,4.57,-0.37,0.43,-0.06,0.83,283088,22435,-0.55,0.82,2.51,5.5,-87.38,-14.63,-18.47,-3.3,0.7,0.43,0.52,-0.63,0.38,492485,22312,W
598,0.9,-0.04,0.99,-6.19,-29.06,22.81,-7.24,-0.28,4.57,-0.37,0.43,-0.06,0.83,284033,23380,-0.55,0.82,2.51,5.5,-87.38,-14.63,-5.98,-6.56,-0.76,0.43,0.52,-0.63,0.38,492526,22353,W
599,0.9,-0.04,0.99,-6.19,-29.06,22.81,-6.71,-12.04,2.69,-0.37,0.43,-0.06,0.83,284049,23396,-0.55,0.82,2.51,5.5,-87.38,-14.63,-1.2,-5.26,-0.91,0.43,0.52,-0.63,0.38,492566,22393,W
600,0.9,-0.04,0.99,-6.19,-29.06,22.81,-3.95,-2.8,2.23,-0.37,0.43,-0.06,0.83,284064,23411,-0.55,0.82,2.51,5.5,-87.38,-14.63,-5.33,-8.55,-2.95,0.43,0.52,-0.63,0.38,492607,22434,W
601,-0.09,-0.17,0.01,-6.19,-29.06,22.81,-3.95,-2.8,2.23,-0.37,0.43,-0.06,0.83,284081,23428,-0.55,0.82,2.51,7.56,-99.75,5,-5.33,-8.55,-2.95,0.43,0.52,-0.63,0.38,492647,22474,W
602,-0.09,-0.17,0.01,7.37,-0.13,-56.88,-3.95,-2.8,2.23,-0.37,0.43,-0.06,0.83,284097,23444,-0.55,0.82,2.51,7.56,-99.75,5,-13.53,-1.13,1.92,0.43,0.52,-0.63,0.38,492686,22513,W
603,-0.09,-0.17,0.01,7.37,-0.13,-56.88,-4.06,-2.96,2.27,-0.37,0.43,-0.06,0.83,284111,23458,-0.55,0.82,2.51,7.56,-99.75,5,-14.49,0.91,1.84,0.43,0.52,-0.63,0.38,492727,22554,W
604,-0.32,-0.01,-0.57,7.37,-0.13,-56.88,-4.06,-2.96,2.27,-0.37,0.43,-0.06,0.83,284124,23471,-0.55,0.82,2.51,7.56,-99.75,5,-13.99,1.21,1.96,0.43,0.52,-0.63,0.38,492766,22593,W
605,-0.32,-0.01,-0.57,7.37,-0.13,-56.88,-4.06,-2.96,2.27,0.31,0.35,-0.69,0.56,284148,23495,-0.55,0.82,2.51,7.56,-99.75,5,-14.26,1.21,2.92,0.43,0.52,-0.63,0.38,492804,22631,W
606,-0.32,-0.01,-0.57,7.37,-0.13,-56.88,-4.83,-3.69,2.35,0.31,0.35,-0.69,0.56,284161,23508,-0.29,0.67,-2.04,7.56,-99.75,5,-14.26,1.21,2.92,0.43,0.52,-0.63,0.38,492845,22672,W
607,-0.53,0,-1.16,7.37,-0.13,-56.88,-4.83,-3.69,2.35,0.31,0.35,-0.69,0.56,284178,23525,-0.22,0.78,-2.11,7.56,-99.75,5,-14.26,1.21,2.92,0.43,0.52,-0.63,0.38,492884,22711,W
608,-0.53,0,-1.16,7.37,-0.13,-56.88,-4.83,-3.69,2.35,0.3,0.37,-0.69,0.54,284192,23539,-0.22,0.78,-2.11,7.56,-99.75,5,-9.66,5.04,3.11,0.43,0.52,-0.63,0.38,492923,22750,W
609,-0.53,0,-1.16,7.37,-0.13,-56.88,-4.98,-3.92,2.81,0.3,0.37,-0.69,0.54,284207,23554,-0.22,0.78,-2.11,7.56,-99.75,5,-10.35,5.73,3.72,0.43,0.52,-0.63,0.38,492963,22790,W
610,-0.74,0.17,-1.77,7.37,-0.13,-56.88,-4.98,-3.92,2.81,0.3,0.37,-0.69,0.54,284220,23567,-0.22,0.78,-2.11,7.56,-99.75,5,-7.71,10.25,3.26,0.43,0.52,-0.63,0.38,493002,22829,W
611,-0.74,0.17,-1.77,7.37,-0.13,-56.88,-4.98,-3.92,2.81,0.28,0.39,-0.71,0.52,284237,23584,0.26,-1.78,2.49,7.56,-99.75,5,-7.71,10.25,3.26,0.43,0.52,-0.63,0.38,493043,22870,W
612,-0.74,0.17,-1.77,7.37,-0.13,-56.88,-5.52,-5.75,2.69,0.28,0.39,-0.71,0.52,284574,23921,0.54,-0.22,0.91,7.56,-99.75,5,-7.71,10.25,3.26,0.43,0.52,-0.63,0.38,493082,22909,W
613,-0.97,0.5,-2.25,7.37,-0.13,-56.88,-5.52,-5.75,2.69,0.28,0.39,-0.71,0.52,284614,23961,0.54,-0.22,0.91,7.56,-99.75,5,-10.31,-2.85,0.81,0.43,0.52,-0.63,0.38,493123,22950,W
614,-0.97,0.5,-2.25,7.37,-0.13,-56.88,-5.82,-8.51,2.88,0.28,0.39,-0.71,0.52,284638,23985,0.54,-0.22,0.91,7.56,-99.75,5,-9.85,-2.81,0.58,0.43,0.52,-0.63,0.38,493163,22990,W
615,-1.16,0.33,-0.87,7.37,-0.13,-56.88,-5.82,-8.51,2.88,0.28,0.39,-0.71,0.52,284663,24010,0.54,-0.22,0.91,7.56,-99.75,5,-9.28,-3.04,0.27,0.43,0.52,-0.63,0.38,493201,23028,W
616,-1.16,0.33,-0.87,7.37,-0.13,-56.88,-7.16,-8.02,3.57,0.28,0.39,-0.71,0.52,284680,24027,0.13,0.11,0.09,7.56,-99.75,5,-9.28,-3.04,0.27,0.43,0.52,-0.63,0.38,493241,23068,W
617,-0.37,0.67,-0.09,7.37,-0.13,-56.88,-7.16,-8.02,3.57,0.28,0.39,-0.71,0.52,284694,24041,0.13,0.11,0.09,7.56,-99.75,5,-9.32,-3,0.23,0.43,0.52,-0.63,0.38,493281,23108,W
618,-0.37,0.67,-0.09,7.37,-0.13,-56.88,-6.02,-7.4,3.61,0.28,0.39,-0.71,0.52,284708,24055,-0.04,0.03,0.12,7.56,-99.75,5,-9.32,-3,0.23,0.43,0.52,-0.63,0.38,493320,23147,W
619,0.25,0.57,0.39,7.37,-0.13,-56.88,-6.02,-7.4,3.61,0.28,0.39,-0.71,0.52,284722,24069,-0.04,0.03,0.12,7.56,-99.75,5,-9.47,-2.92,0.04,0.43,0.52,-0.63,0.38,493360,23187,W
620,0.25,0.57,0.39,7.37,-0.13,-56.88,-6.02,-7.4,3.61,0,0.73,-0.68,0.13,284735,24082,-0.04,0.03,0.12,7.56,-99.75,5,-9.55,-2.85,0.12,0.43,0.52,-0.63,0.38,493398,23225,W
621,0.25,0.57,0.39,7.37,-0.13,-56.88,-5.06,-7.4,3.46,0,0.73,-0.68,0.13,284749,24096,-0.04,0.03,0.12,7.56,-99.75,5,-9.55,-2.89,0,0.43,0.52,-0.63,0.38,493437,23264,W
622,0.25,0.57,0.39,7.37,-0.13,-56.88,-4.18,-7.52,3.11,0,0.73,-0.68,0.13,284762,24109,-0.09,-0.11,0.19,7.56,-99.75,5,-9.55,-2.89,0,0.43,0.52,-0.63,0.38,493476,23303,W
623,0.36,0.64,0.87,7.37,-0.13,-56.88,-4.18,-7.52,3.11,0,0.73,-0.68,0.13,284774,24121,-0.09,-0.11,0.19,7.56,-99.75,5,-9.59,-2.77,0.2,0.43,0.52,-0.63,0.38,493516,23343,W
624,0.36,0.64,0.87,7.37,-0.13,-56.88,-4.18,-7.52,3.11,0.02,0.72,-0.68,0.13,284952,24299,-0.09,-0.11,0.19,7.56,-99.75,5,-9.63,-2.77,0.2,0.43,0.52,-0.63,0.38,493555,23382,W
625,0.36,0.64,0.87,7.37,-0.13,-56.88,-3.18,-7.21,2.73,0.02,0.72,-0.68,0.13,285906,25253,-0.09,-0.11,0.19,96.56,-116.69,36.94,-9.63,-2.77,0.2,0.43,0.52,-0.63,0.38,493594,23421,W
626,0.93,-0.35,1.42,7.37,-0.13,-56.88,-3.18,-7.21,2.73,0.02,0.72,-0.68,0.13,285921,25268,-0.11,-0.14,0.73,96.56,-116.69,36.94,-9.63,-2.77,0.2,0.43,0.52,-0.63,0.38,493636,23463,W
627,-1.2,0.4,-1.23,7.37,-0.13,-56.88,-3.18,-7.21,2.73,0.02,0.72,-0.68,0.13,285942,25289,-0.11,-0.14,0.73,96.56,-116.69,36.94,-9.89,-2.58,0.2,0.43,0.52,-0.63,0.38,493677,23504,W
628,-1.2,0.4,-1.23,7.37,-0.13,-56.88,-5.82,-8.82,2.23,0.02,0.72,-0.68,0.13,285957,25304,-0.11,-0.14,0.73,96.56,-116.69,36.94,-10.01,-2.23,0.5,0.43,0.52,-0.63,0.38,493718,23545,W
629,-0.69,-0.46,-0.78,7.37,-0.13,-56.88,-5.82,-8.82,2.23,0.02,0.72,-0.68,0.13,285974,25321,-0.11,-0.14,0.73,96.56,-116.69,36.94,-12.46,-3.15,0.04,0.43,0.52,-0.63,0.38,493761,23588,W
630,-0.69,-0.46,-0.78,7.37,-0.13,-56.88,-5.82,-8.82,2.23,0.03,0.69,-0.71,0.15,285995,25342,-0.11,-0.14,0.73,96.56,-116.69,36.94,-17.21,-3.42,-0.49,0.43,0.52,-0.63,0.38,493801,23628,W
631,-0.69,-0.46,-0.78,7.37,-0.13,-56.88,-4.83,-7.25,2.58,0.03,0.69,-0.71,0.15,286008,25355,-0.5,-0.63,7.05,96.56,-116.69,36.94,-17.21,-3.42,-0.49,0.43,0.52,-0.63,0.38,493845,23672,W
632,-0.62,0.37,-0.27,7.37,-0.13,-56.88,-4.83,-7.25,2.58,0.03,0.69,-0.71,0.15,286036,25383,-0.99,-0.05,0.93,96.56,-116.69,36.94,-17.21,-3.42,-0.49,0.43,0.52,-0.63,0.38,493888,23715,W
633,-0.62,0.37,-0.27,7.37,-0.13,-56.88,-4.83,-7.25,2.58,0.02,0.7,-0.7,0.14,286262,25609,-1.14,-2.27,-1.31,96.56,-116.69,36.94,-17.21,-3.42,-0.49,0.43,0.52,-0.63,0.38,493931,23758,W
634,-0.62,0.37,-0.27,7.37,-0.13,-56.88,-6.21,-8.17,2.61,0.02,0.7,-0.7,0.14,286285,25632,-1.14,-2.27,-1.31,96.56,-116.69,36.94,-3.99,-7.29,-2.71,0.43,0.52,-0.63,0.38,493975,23802,W
635,0.3,-0.94,0.65,7.37,-0.13,-56.88,-6.21,-8.17,2.61,0.02,0.7,-0.7,0.14,286300,25647,-1.14,-2.27,-1.31,96.56,-116.69,36.94,-6.48,-1.13,-0.03,0.43,0.52,-0.63,0.38,494017,23844,W
636,0.3,-1.44,0.91,7.37,-0.13,-56.88,-6.21,-8.17,2.61,0.02,0.7,-0.7,0.14,286320,25667,-1.14,-2.27,-1.31,96.56,-116.69,36.94,-11.65,-0.01,1.65,0.43,0.52,-0.63,0.38,494060,23887,W
637,0.3,-1.44,0.91,7.37,-0.13,-56.88,-6.21,-8.17,2.61,0.03,0.67,-0.7,0.25,286333,25680,-1.14,-2.27,-1.31,96.56,-116.69,36.94,-13.19,0.41,1.35,0.43,0.52,-0.63,0.38,494102,23929,W
638,0.3,-1.44,0.91,-0.44,13.69,-37.38,-6.21,-8.17,2.61,0.03,0.67,-0.7,0.25,288151,27498,0.06,0.89,-3.47,96.56,-116.69,36.94,-13.19,0.41,1.35,0.43,0.52,-0.63,0.38,494144,23971,W
639,0.3,-1.44,0.91,-0.44,13.69,-37.38,-5.79,-8.86,1.5,0.03,0.67,-0.7,0.25,288174,27521,-0.41,1.17,-3.05,96.56,-116.69,36.94,-13.19,0.41,1.35,0.43,0.52,-0.63,0.38,494185,24012,W
640,0.3,-1.44,0.91,-0.44,13.69,-37.38,-6.21,-9.05,3.46,0.03,0.67,-0.7,0.25,288189,27536,-0.41,1.17,-3.05,96.56,-116.69,36.94,-16.1,2.59,4.07,0.43,0.52,-0.63,0.38,494226,24053,W
641,0.3,-1.44,0.91,-7.31,14.06,-37.25,-6.21,-9.05,3.46,0.03,0.67,-0.7,0.25,288203,27550,-0.41,1.17,-3.05,96.56,-116.69,36.94,-12.11,4.39,2.34,0.43,0.52,-0.63,0.38,494268,24095,W
642,0.3,-1.44,0.91,-7.31,14.06,-37.25,-6.09,-9.13,3.34,0.03,0.67,-0.7,0.25,289212,28559,0,0,0.06,92.75,-66.38,35.31,-9.13,-3.11,0.08,-0.69,0.03,0.71,0.14,497591,27418,T
643,-0.36,0.04,-0.37,-7.31,14.06,-37.25,-6.09,-9.13,3.34,0.03,0.67,-0.7,0.25,290057,29404,0,0,0.06,92.75,-66.38,35.31,-9.24,-3,0.2,-0.69,0.03,0.71,0.14,497633,27460,T
644,-0.36,0.04,-0.37,-7.31,14.06,-37.25,-5.06,-9.47,2.54,0.03,0.67,-0.7,0.25,290070,29417,0,0,0,92.75,-66.38,35.31,-9.24,-3,0.2,-0.69,0.03,0.71,0.14,497674,27501,T
645,-0.36,0.04,-0.37,-7.31,14.06,-37.25,-4.56,-9.7,3.34,0.03,0.67,-0.7,0.25,290086,29433,0,0,0,92.75,-66.38,35.31,-9.16,-3.04,0.12,-0.69,0.03,0.71,0.14,497714,27541,T
646,-0.05,0.55,0.16,-7.31,14.06,-37.25,-4.56,-9.7,3.34,0.03,0.67,-0.7,0.25,290112,29459,0,0,0,92.75,-66.38,35.31,-9.24,-3,0.12,-0.69,0.03,0.71,0.14,497754,27581,T
647,-0.05,0.55,0.16,-7.31,14.06,-37.25,-5.55,-10.66,3.3,0.03,0.67,-0.7,0.25,290126,29473,0,0,0,92.69,-65.56,36.13,-9.24,-3,0.12,-0.69,0.03,0.71,0.14,497794,27621,T
648,0.14,0.2,0.26,-7.31,14.06,-37.25,-5.55,-10.66,3.3,0.03,0.67,-0.7,0.25,290144,29491,0.02,-0.02,0.05,92.69,-65.56,36.13,-9.24,-3,0.12,-0.69,0.03,0.71,0.14,497833,27660,T
